time_s,baseline/forehead/pos,baseline/forehead/chrom,tracked/forehead/pos,tracked/forehead/chrom,forehead/observed,forehead/interpolated,forehead/quality,forehead/tracking_source,baseline/left_cheek/pos,baseline/left_cheek/chrom,tracked/left_cheek/pos,tracked/left_cheek/chrom,left_cheek/observed,left_cheek/interpolated,left_cheek/quality,left_cheek/tracking_source,baseline/right_cheek/pos,baseline/right_cheek/chrom,tracked/right_cheek/pos,tracked/right_cheek/chrom,right_cheek/observed,right_cheek/interpolated,right_cheek/quality,right_cheek/tracking_source
0.0,,,,,True,False,0.9915272344065877,baseline_reset,,,,,True,False,0.9999999860296127,baseline_reset,,,,,True,False,0.9999999844366283,baseline_reset
0.0333332999999999,,,,,True,False,0.990371059776418,baseline_ratio_fallback,,,,,True,False,0.9999999975347836,tracked_ratio,,,,,True,False,0.9999999897811142,baseline_ratio_fallback
0.0666665999999999,,,,,True,False,0.9890903082540716,tracked_ratio,,,,,True,False,0.9999999993754696,tracked_ratio,,,,,True,False,0.9999999862838262,tracked_ratio
0.0999998999999999,,,,,True,False,0.989777993242251,tracked_ratio,,,,,True,False,0.9999999887754141,tracked_ratio,,,,,True,False,0.9999999946399292,baseline_ratio_fallback
0.1333331999999999,,,,,True,False,0.9886675520453848,tracked_ratio,,,,,True,False,0.9999999968254358,tracked_ratio,,,,,True,False,0.9999999879632466,tracked_ratio
0.1666665,,,,,True,False,0.9892925380287412,tracked_ratio,,,,,True,False,0.9999999989632664,tracked_ratio,,,,,True,False,0.9999999799431114,tracked_ratio
0.1999997999999999,,,,,True,False,0.9886477166806075,baseline_ratio_fallback,,,,,True,False,0.9999999921732634,tracked_ratio,,,,,True,False,0.9999999932970212,tracked_ratio
0.2333331,,,,,True,False,0.9899299350114613,tracked_ratio,,,,,True,False,0.9999999857355704,baseline_ratio_fallback,,,,,True,False,0.9999999859830495,baseline_ratio_fallback
0.2666663999999999,,,,,True,False,0.9897823659633727,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.999999993119948,tracked_ratio
0.2999997,,,,,True,False,0.9888549543154495,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999885217297,tracked_ratio
0.333333,,,,,True,False,0.9888671654095793,tracked_ratio,,,,,True,False,0.9999999948039908,tracked_ratio,,,,,True,False,0.9999999865024157,tracked_ratio
0.3666663,,,,,True,False,0.9887595366755902,tracked_ratio,,,,,True,False,0.9999999908797822,baseline_ratio_fallback,,,,,True,False,0.9999999940864117,tracked_ratio
0.3999995999999999,,,,,True,False,0.9884590383305566,tracked_ratio,,,,,True,False,0.9999999981138821,tracked_ratio,,,,,True,False,0.9999999929941378,tracked_ratio
0.4333328999999999,,,,,True,False,0.9888610695745765,tracked_ratio,,,,,True,False,0.9999999899198531,tracked_ratio,,,,,True,False,0.9991553925035421,tracked_ratio
0.4666662,,,,,True,False,0.9888927463319198,tracked_ratio,,,,,True,False,0.9999999938223961,tracked_ratio,,,,,True,False,0.9989066124296793,tracked_ratio
0.4999995,,,,,True,False,0.9887675046470032,tracked_ratio,,,,,True,False,0.9999999878930763,tracked_ratio,,,,,True,False,0.9996359127984423,tracked_ratio
0.5333327999999999,,,,,True,False,0.999797546623375,baseline_ratio_fallback,,,,,True,False,0.9999999892831511,tracked_ratio,,,,,True,False,0.9999999875016772,baseline_ratio_fallback
0.5666661,,,,,True,False,0.9993747211307845,tracked_ratio,,,,,True,False,0.9999999830021536,tracked_ratio,,,,,True,False,0.9999999951563932,baseline_ratio_fallback
0.5999994,,,,,True,False,0.9951182713038637,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999861223358,baseline_ratio_fallback
0.6333327,,,,,True,False,0.9901794633624852,baseline_ratio_fallback,,,,,True,False,0.9999999827178849,tracked_ratio,,,,,True,False,0.9895681604118906,baseline_ratio_fallback
0.666666,,,,,True,False,0.9894680286782758,baseline_ratio_fallback,,,,,True,False,0.9999999846596042,tracked_ratio,,,,,True,False,0.9990516709414965,baseline_ratio_fallback
