time_s,baseline/forehead/pos,baseline/forehead/chrom,tracked/forehead/pos,tracked/forehead/chrom,forehead/observed,forehead/interpolated,forehead/quality,forehead/tracking_source,baseline/left_cheek/pos,baseline/left_cheek/chrom,tracked/left_cheek/pos,tracked/left_cheek/chrom,left_cheek/observed,left_cheek/interpolated,left_cheek/quality,left_cheek/tracking_source,baseline/right_cheek/pos,baseline/right_cheek/chrom,tracked/right_cheek/pos,tracked/right_cheek/chrom,right_cheek/observed,right_cheek/interpolated,right_cheek/quality,right_cheek/tracking_source
0.0,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.0333332999999999,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.0666665999999999,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.0999998999999999,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.1333331999999999,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.1666665,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.1999997999999999,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.2333331,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.2666663999999999,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.2999997,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.333333,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.3666663,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.3999995999999999,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
0.4333328999999999,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing,,,,,False,False,0.0,missing
