time_s,base,observed,interpolated,covered
0.0,,False,False,False
0.0333333333333333,,False,False,False
0.0666666666666666,,False,False,False
0.1,,False,False,False
0.1333333333333333,,False,False,False
0.1666666666666666,,False,False,False
0.2,,False,False,False
0.2333333333333333,,False,False,False
0.2666666666666666,,False,False,False
0.3,,False,False,False
0.3333333333333333,,False,False,False
0.3666666666666666,,False,False,False
0.4,,False,False,False
0.4333333333333333,,False,False,False
0.4666666666666667,,False,False,False
0.5,,False,False,False
0.5333333333333333,,False,False,False
0.5666666666666667,,False,False,False
0.6,,False,False,False
0.6333333333333333,,False,False,False
0.6666666666666666,,False,False,False
0.7,,False,False,False
0.7333333333333333,,False,False,False
0.7666666666666667,,False,False,False
0.8,,False,False,False
0.8333333333333334,,False,False,False
0.8666666666666667,,False,False,False
0.9,,False,False,False
0.9333333333333332,,False,False,False
0.9666666666666668,,False,False,False
1.0,,False,False,False
1.0333333333333334,,False,False,False
1.0666666666666669,,False,False,False
1.1,,False,False,False
1.1333333333333333,,False,False,False
1.1666666666666667,,False,False,False
1.2,,False,False,False
1.2333333333333334,,False,False,False
1.2666666666666666,,False,False,False
1.3,,False,False,False
1.3333333333333333,,False,False,False
1.3666666666666667,,False,False,False
1.4,,False,False,False
1.4333333333333331,,False,False,False
1.4666666666666666,,False,False,False
1.5,,False,False,False
1.5333333333333334,,False,False,False
1.5666666666666669,,False,False,False
1.6,0.013960232517479753,True,False,True
1.6333333333333333,0.011688815838841673,True,False,True
1.6666666666666667,0.0072876568645214405,True,False,True
1.7,2.4624407669246017e-05,True,False,True
1.7333333333333334,-0.004130842263307189,True,False,True
1.7666666666666666,-0.004012923235366402,True,False,True
1.8,-0.01325190224471183,True,False,True
1.8333333333333333,-0.0163654346274856,True,False,True
1.8666666666666667,-0.01734055940667962,True,False,True
1.9,-0.017343497808604537,True,False,True
1.9333333333333331,-0.01753953431925897,True,False,True
1.9666666666666663,-0.01745167883963114,True,False,True
2.0,-0.007042390656832906,True,False,True
2.033333333333333,-0.0070801725211766114,True,False,True
2.066666666666667,-0.006855057665173251,True,False,True
2.1,-0.005965635730172488,True,False,True
2.1333333333333333,0.0037203045351335666,True,False,True
2.1666666666666665,0.005795018394278672,True,False,True
2.2,0.01327574556642139,True,False,True
2.2333333333333334,0.01576070016112273,True,False,True
2.2666666666666666,0.016955973362337583,True,False,True
2.3,0.016797498755891132,True,False,True
2.333333333333333,0.01786984650933357,True,False,True
2.3666666666666667,0.01786690810740865,True,False,True
2.4,0.01940953455698268,True,False,True
2.433333333333333,0.019464677344052595,True,False,True
2.466666666666667,0.012229957265728597,True,False,True
2.5,0.006544277020679671,True,False,True
2.533333333333333,-0.0010174797392998244,True,False,True
2.566666666666667,-0.004942365871187355,True,False,True
2.6,-0.005631013518025937,True,False,True
2.6333333333333333,-0.015041308769491852,True,False,True
2.6666666666666665,-0.018210351778296753,True,False,True
2.7,-0.017823091720240294,True,False,True
2.7333333333333334,-0.017826030122165215,True,False,True
2.7666666666666666,-0.017802234119706974,True,False,True
2.8,-0.01825288466479176,True,False,True
2.833333333333333,-0.018036181288495212,True,False,True
2.8666666666666667,-0.015131372495160205,True,False,True
2.9,-0.007245117678960777,True,False,True
2.933333333333333,-0.006166827123165245,True,False,True
2.966666666666667,0.0035584282090848846,True,False,True
