time_s,forehead,left_cheek,right_cheek
0.0,,,
0.0333333333333333,,,
0.0666666666666666,,,
0.1,,,
0.1333333333333333,,,
0.1666666666666666,,,
0.2,,,
0.2333333333333333,,,
0.2666666666666666,,,
0.3,,,
0.3333333333333333,,,
0.3666666666666666,,,
0.4,,,
0.4333333333333333,,,
0.4666666666666667,,,
0.5,,,
0.5333333333333333,,,
0.5666666666666667,,,
0.6,,,
0.6333333333333333,,,
0.6666666666666666,,,
0.7,,,
0.7333333333333333,,,
0.7666666666666667,,,
0.8,,,
0.8333333333333334,,,
0.8666666666666667,,,
0.9,,,
0.9333333333333332,,,
0.9666666666666668,,,
1.0,,,
1.0333333333333334,,,
1.0666666666666669,,,
1.1,,,
1.1333333333333333,,,
1.1666666666666667,,,
1.2,,,
1.2333333333333334,,,
1.2666666666666666,,,
1.3,,,
1.3333333333333333,,,
1.3666666666666667,,,
1.4,,,
1.4333333333333331,,,
1.4666666666666666,,,
1.5,,,
1.5333333333333334,,,
1.5666666666666669,,,
1.6,0.013960232517479753,0.008845890482559828,0.015661072549355056
1.6333333333333333,0.011688815838841673,0.008946025837517795,0.015809043332860165
1.6666666666666667,0.0072876568645214405,0.0034871731196729275,0.0023193997046730133
1.7,2.4624407669246017e-05,-0.0022823227501610195,0.0011913312468835686
1.7333333333333334,-0.004130842263307189,-0.006757268251858551,-0.0004225537271570471
1.7666666666666666,-0.004012923235366402,-0.01087880060335199,-0.007903560434389199
1.8,-0.01325190224471183,-0.013370081441777655,-0.008845034016700051
1.8333333333333333,-0.0163654346274856,-0.016192259109023444,-0.009870697525490064
1.8666666666666667,-0.01734055940667962,-0.018698461620002663,-0.015698246015898788
1.9,-0.017343497808604537,-0.019606652927524136,-0.015699921748319363
1.9333333333333331,-0.01753953431925897,-0.02018603867009204,-0.015701597480739935
1.9666666666666663,-0.01745167883963114,-0.02018792086132131,-0.01570327321316051
2.0,-0.007042390656832906,-0.0143374714367478,-0.013383007429119003
2.033333333333333,-0.0070801725211766114,-0.014475767273442483,-0.013437212770467426
2.066666666666667,-0.006855057665173251,-0.00877273162358375,-0.007889514901155498
2.1,-0.005965635730172488,-0.0040530243215029,-0.0050181180157209924
2.1333333333333333,0.0037203045351335666,0.0013350944505443026,-0.0011161372937214262
2.1666666666666665,0.005795018394278672,0.008156430638897462,0.008243873440707872
2.2,0.01327574556642139,0.010118767763471117,0.010881025401099139
2.2333333333333334,0.01576070016112273,0.014958488653799454,0.01325751845499962
2.2666666666666666,0.016955973362337583,0.017063760795324456,0.01451201999421479
2.3,0.016797498755891132,0.01706187860409518,0.014510344261794214
2.333333333333333,0.01786984650933357,0.01705999641286591,0.014508668529373641
2.3666666666666667,0.01786690810740865,0.017058114221636635,0.014506992796953066
2.4,0.01940953455698268,0.011392673131373456,0.017560693649161414
2.433333333333333,0.019464677344052595,0.011664251581496657,0.017559017916740843
2.466666666666667,0.012229957265728597,0.010171855624096306,0.016785451631175525
2.5,0.006544277020679671,0.0033021581740084907,0.002204475328039469
2.533333333333333,-0.0010174797392998244,-0.0023576601866332437,0.0011267501170689688
2.566666666666667,-0.004942365871187355,-0.007035327380818142,-0.0004900452598749451
2.6,-0.005631013518025937,-0.010911390275271946,-0.008004206051895942
2.6333333333333333,-0.015041308769491852,-0.011964769583791602,-0.008887578070120656
2.6666666666666665,-0.018210351778296753,-0.015734671547648238,-0.009913965879669253
2.7,-0.017823091720240294,-0.0182455644405604,-0.015759933721930276
2.7333333333333334,-0.017826030122165215,-0.019176384036786905,-0.015761609454350844
2.7666666666666666,-0.017802234119706974,-0.019952924037606467,-0.015763285186771423
2.8,-0.01825288466479176,-0.014829181643194892,-0.01553766454105339
2.833333333333333,-0.018036181288495212,-0.01495650864541112,-0.015553542847107985
2.8666666666666667,-0.015131372495160205,-0.013986022736738532,-0.014678150871441382
2.9,-0.007245117678960777,-0.008816861484073898,-0.009083189466020861
2.933333333333333,-0.006166827123165245,-0.004563317349203899,-0.006240729195088379
2.966666666666667,0.0035584282090848846,0.004484071030265667,-0.0023001314394881013
3.0,0.00555180246145478,0.00907276965856198,0.007186811033875376
3.033333333333333,0.013194000800037263,0.010886617654612445,0.009863158781359594
3.066666666666667,0.015818832149958603,0.01489918921214764,0.012266089383555915
3.1,0.016569708225118718,0.01691255716469031,0.013517209869025309
3.1333333333333333,0.016410515206642017,0.017046827912824546,0.013515534136604737
3.1666666666666665,0.01745864721256206,0.018964935725541934,0.013513858404184162
3.2,0.018991813675840533,0.018557470492093053,0.018747562471039297
3.2333333333333334,0.01909878979103494,0.018461530671812797,0.018798416347546736
3.2666666666666666,0.019064133506299003,0.0174211242882238,0.017746441575377258
3.3,0.01175263680445644,0.011669397379108905,0.016620106252590975
3.333333333333333,0.006609012324208166,0.004683651991021835,0.000861570522326482
3.3666666666666667,-0.0033788789575022096,-0.0010615228944632006,-0.0002968266212590498
3.4,-0.004421470081292602,-0.005779709612697645,-0.0013790417822754325
3.433333333333333,-0.005048912328404122,-0.009659815593455355,-0.008193969055079266
3.466666666666667,-0.017070499112739376,-0.012206431034916051,-0.009094138776068753
3.5,-0.020285222099081575,-0.014907494247771536,-0.010261802025655214
3.533333333333333,-0.019633896151557886,-0.01742305033199653,-0.016119496487504412
3.566666666666667,-0.01711935976424753,-0.018351177356034677,-0.016121172219924984
3.6,-0.019450672962884427,-0.015514981451167236,-0.01674892128557173
3.633333333333333,-0.019453611364809345,-0.015516863642396508,-0.016750597017992305
3.6666666666666665,-0.01908283823788447,-0.013387118346696772,-0.0144407277695023
3.7,-0.01656028818838646,-0.012347970754018039,-0.0135666931351954
