time_s,forehead_pos,forehead_chrom,forehead_observed,forehead_interpolated,left_cheek_pos,left_cheek_chrom,left_cheek_observed,left_cheek_interpolated,right_cheek_pos,right_cheek_chrom,right_cheek_observed,right_cheek_interpolated
0.0,,,False,False,,,False,False,,,False,False
0.0333332999999999,,,False,False,,,False,False,,,False,False
0.0666665999999999,,,False,False,,,False,False,,,False,False
0.0999998999999999,,,False,False,,,False,False,,,False,False
0.1333331999999999,,,False,False,,,False,False,,,False,False
0.1666665,,,False,False,,,False,False,,,False,False
0.1999997999999999,,,False,False,,,False,False,,,False,False
0.2333331,,,False,False,,,False,False,,,False,False
0.2666663999999999,,,False,False,,,False,False,,,False,False
0.2999997,,,False,False,,,False,False,,,False,False
0.333333,,,False,False,,,False,False,,,False,False
0.3666663,,,False,False,,,False,False,,,False,False
0.3999995999999999,,,False,False,,,False,False,,,False,False
0.4333328999999999,,,False,False,,,False,False,,,False,False
0.4666662,,,False,False,,,False,False,,,False,False
0.4999995,,,False,False,,,False,False,,,False,False
0.5333327999999999,,,False,False,,,False,False,,,False,False
0.5666661,,,False,False,,,False,False,,,False,False
0.5999994,,,False,False,,,False,False,,,False,False
0.6333327,,,False,False,,,False,False,,,False,False
0.666666,,,False,False,,,False,False,,,False,False
0.6999993,,,False,False,,,False,False,,,False,False
0.7333326,,,False,False,,,False,False,,,False,False
0.7666659,,,False,False,,,False,False,,,False,False
0.7999991999999999,,,False,False,,,False,False,,,False,False
0.8333324999999999,,,False,False,,,False,False,,,False,False
0.8666657999999999,,,False,False,,,False,False,,,False,False
0.8999990999999999,,,False,False,,,False,False,,,False,False
0.9333324,,,True,False,,,True,False,,,True,False
0.9666657,,,True,False,,,True,False,,,True,False
0.999999,,,True,False,,,True,False,,,True,False
1.0333323,,,True,False,,,True,False,,,True,False
1.0666656,,,True,False,,,True,False,,,True,False
1.0999989,,,True,False,,,True,False,,,True,False
1.1333322,,,True,False,,,True,False,,,True,False
1.1666655,,,True,False,,,True,False,,,True,False
1.1999988,,,True,False,,,True,False,,,True,False
1.2333321,,,True,False,,,True,False,,,True,False
1.2666654,,,True,False,,,True,False,,,True,False
1.2999987,,,True,False,,,True,False,,,True,False
1.333332,,,True,False,,,True,False,,,True,False
1.3666653,,,True,False,,,True,False,,,True,False
1.3999986,,,True,False,,,True,False,,,True,False
1.4333319,,,True,False,,,True,False,,,True,False
1.4666652,,,True,False,,,True,False,,,True,False
1.4999985,,,True,False,,,True,False,,,True,False
1.5333318,,,True,False,,,True,False,,,True,False
1.5666650999999998,,,True,False,,,True,False,,,True,False
1.5999983999999998,,,True,False,,,True,False,,,True,False
1.6333316999999998,,,True,False,,,True,False,,,True,False
1.6666649999999998,,,True,False,,,True,False,,,True,False
1.6999983,,,True,False,,,True,False,,,True,False
1.7333316,,,True,False,,,True,False,,,True,False
1.7666649,,,True,False,,,True,False,,,True,False
1.7999982,,,True,False,,,True,False,,,True,False
1.8333315,,,True,False,,,True,False,,,True,False
1.8666648,,,True,False,,,True,False,,,True,False
1.8999981,,,True,False,,,True,False,,,True,False
1.9333314,,,True,False,,,True,False,,,True,False
1.9666647,,,True,False,,,True,False,,,True,False
1.999998,,,True,False,,,True,False,,,True,False
2.0333313,,,True,False,,,True,False,,,True,False
2.0666646,,,True,False,,,True,False,,,True,False
2.0999979,,,True,False,,,True,False,,,True,False
2.1333312,,,True,False,,,True,False,,,True,False
2.1666645,,,True,False,,,True,False,,,True,False
2.1999978,,,True,False,,,True,False,,,True,False
2.2333311,,,True,False,,,True,False,,,True,False
2.2666644,,,True,False,,,True,False,,,True,False
2.2999977,,,True,False,,,True,False,,,True,False
2.333331,,,True,False,,,True,False,,,True,False
2.3666643,,,True,False,,,True,False,,,True,False
2.3999976,,,True,False,,,True,False,,,True,False
2.4333309,,,True,False,,,True,False,,,True,False
2.4666642,,,True,False,,,True,False,,,True,False
2.4999975,,,True,False,,,True,False,,,True,False
2.5333308,-0.003818716953218856,0.04048022906692931,True,False,-0.12598279577894606,0.07917407450453932,True,False,0.02415367943241714,-0.011319896779832458,True,False
2.5666641,-0.01661018046694061,0.07170610263583822,True,False,-0.03967295636494365,0.039206383287341134,True,False,-0.0009794803795546982,0.020799921298538953,True,False
2.5999974,-0.015334788038730467,0.07312127013869886,True,False,0.02918384969467871,0.021176577939030848,True,False,-0.02314647369054809,0.03960107786689914,True,False
2.6333307,-0.003908692001910662,0.053628558543403024,True,False,0.06519640239079828,0.027436518371765212,True,False,-0.03289915693653846,0.04057112872299079,True,False
2.666664,0.009216732522825993,0.029687534299760582,True,False,0.06596853248793295,0.04953636631832786,True,False,-0.02608707393164698,0.026159390237597703,True,False
2.6999973,0.01422801469414535,0.018771057775312978,True,False,0.04253215075302512,0.07187097047085673,True,False,-0.00575618062545595,0.004110066291736224,True,False
2.7333306,0.004030917978004746,0.032154683687139314,True,False,0.014821173240533754,0.07787907137587274,True,False,0.019092178300447724,-0.016443660961033797,True,False
2.7666639,-0.022385669635805763,0.06990308747222049,True,False,0.003923115785637448,0.056396692260636885,True,False,0.03733619807660588,-0.029241921140095363,True,False
2.7999972,-0.058770735169811426,0.1201689969529704,True,False,0.024019573924419984,0.005842009487596742,True,False,0.04049970609610514,-0.033483761968564424,True,False
2.8333305,-0.09329699133492038,0.16328512125709624,True,False,0.07698822882534816,-0.06516300591325637,True,False,0.026409733680474473,-0.03352693538730892,True,False
2.8666638,-0.11267106695715381,0.17924076782183643,True,False,0.15159246951505273,-0.14075902119753944,True,False,0.00020651962367179135,-0.03590397051685731,True,False
2.8999971,-0.1072207309641889,0.15574411813747419,True,False,0.22744851572254138,-0.20315538433922462,True,False,-0.027695735687441488,-0.04518102251503689,True,False
2.9333304,-0.07503287625469657,0.09374673599779262,True,False,0.282198916730606,-0.23830146402251096,True,False,-0.04582453927768279,-0.06078172882280949,True,False
