window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,2.999997,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9944444444444445,0.9944444444444445,0.005555555555555556,0.0,0.0
1,3.999996,none,no_qualified_branch,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.0
2,4.999995,none,no_qualified_branch,,151.0,0.0,0.23518547671907905,False,False,False,1.0,1.0,0.0,0.0,0.9941635494324436
3,5.999994,none,no_qualified_branch,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.0
4,6.999993,none,no_qualified_branch,,162.0,0.0,0.16000261223981463,False,False,False,1.0,1.0,0.0,0.0,0.9280441211773365
5,7.999992,none,no_qualified_branch,,158.0,0.1884272028644557,0.26700167012337306,False,False,False,1.0,1.0,0.0,0.6114748057892292,0.9566073330598761
6,8.999991,baseline,tracking_quality_fallback,75.0,,0.21469150384431235,0.3592755423353494,True,False,False,1.0,1.0,0.0,0.7840509642370403,0.523884456038187
7,9.99999,none,no_qualified_branch,,,0.0,0.23935517164967274,False,False,False,1.0,1.0,0.0,0.0,0.22012088078359807
8,10.999989,tracked,baseline_unavailable,,99.0,0.0,0.3363644747207619,False,True,True,1.0,1.0,0.0,0.0,0.436607244265682
9,11.999988,tracked,baseline_unavailable,,97.0,0.0,0.2148057991293604,False,True,True,1.0,1.0,0.0,0.0,0.24364214258114802
10,12.999986999999999,none,no_qualified_branch,118.0,,0.23357519729302895,0.40742270906441713,False,False,False,1.0,1.0,0.0,0.914795469833723,0.8915420391814979
11,13.999986,baseline,tracking_quality_fallback,124.0,,0.3812192220221707,0.28014679931511877,True,False,False,1.0,1.0,0.0,0.557877405501171,0.6512349897055116
12,14.999984999999999,none,no_qualified_branch,,,0.23207753932041555,0.1915353332344574,False,False,False,1.0,1.0,0.0,0.15606741893819998,0.20517080119797312
13,15.999984,none,no_qualified_branch,,65.0,0.442341340992507,0.5124584296855752,False,False,False,1.0,1.0,0.0,0.5078106201953198,0.5323471100820572
14,16.999983,baseline,baseline_evidence_retained,78.0,68.0,0.45502073238385565,0.47192713447399476,True,True,True,1.0,1.0,0.0,0.7220804250650734,0.5244421538171873
15,17.999982,tracked,stronger_qualified_evidence,84.0,76.0,0.277523578823658,0.40195866719910905,True,True,True,1.0,1.0,0.0,0.8183551107160927,0.6015980685320967
16,18.999981,baseline,tracking_quality_fallback,85.0,,0.5134367148629401,0.3131479622770987,True,False,False,1.0,1.0,0.0,0.4307119619384728,0.4107575667841532
17,19.99998,none,no_qualified_branch,,,0.22453045471166672,0.3191540829868732,False,False,False,1.0,1.0,0.0,0.09692145295628539,0.25549458727428803
18,20.999979,none,no_qualified_branch,62.0,,0.43092128902210536,0.0,False,False,False,1.0,1.0,0.0,0.23742457202318681,0.0
19,21.999978,baseline,tracking_quality_fallback,63.0,77.0,0.3460986112536075,0.20287638320612225,True,False,False,1.0,1.0,0.0,0.6931685830367862,0.9089870350630046
20,22.999976999999998,none,no_qualified_branch,,,0.39547642796324145,0.1984116776924341,False,False,False,1.0,1.0,0.0,0.5896464646764671,0.5888252780223234
21,23.999976,none,no_qualified_branch,,,0.3801478118342372,0.2316373899057626,False,False,False,1.0,1.0,0.0,0.029775678506726626,0.4335543161182152
22,24.999975,baseline,frequency_disagreement_fallback,157.0,79.0,0.2946722337313071,0.3889789073180994,True,True,True,1.0,1.0,0.0,0.4095046474160642,0.41360606119124027
23,25.999973999999998,baseline,frequency_disagreement_fallback,160.0,85.0,0.4332838732671878,0.4251169162123828,True,True,True,1.0,1.0,0.0,0.7615247469962997,0.12385207281210801
24,26.999972999999997,baseline,tracking_quality_fallback,160.0,,0.4338897983304931,0.33030160394341135,True,False,False,1.0,1.0,0.0,0.519806434757155,0.5396566984518603
25,27.999972,baseline,tracking_quality_fallback,162.0,,0.3042944049765198,0.0,True,False,False,1.0,1.0,0.0,0.38530797741734396,0.0
26,28.999971,none,no_qualified_branch,,60.0,0.24720332537965475,0.26149420531730533,False,False,False,1.0,1.0,0.0,0.5163570179584237,0.27584790753510896
27,29.999969999999998,none,no_qualified_branch,,63.0,0.41323543336196067,0.23478501198690674,False,False,False,1.0,1.0,0.0,0.4802063001582733,0.15687415663364393
28,30.999969,tracked,baseline_unavailable,87.0,65.0,0.5082774527424989,0.4181418953952205,False,True,True,1.0,1.0,0.0,0.2793276222593854,0.09502134211242316
29,31.999968,baseline,baseline_evidence_retained,78.0,75.0,0.5023850639250814,0.26424588381800407,True,True,True,1.0,1.0,0.0,0.29097651854076995,0.2451716993255851
