time_s,baseline/forehead/pos,baseline/forehead/chrom,tracked/forehead/pos,tracked/forehead/chrom,forehead/observed,forehead/interpolated,forehead/quality,forehead/tracking_source,baseline/left_cheek/pos,baseline/left_cheek/chrom,tracked/left_cheek/pos,tracked/left_cheek/chrom,left_cheek/observed,left_cheek/interpolated,left_cheek/quality,left_cheek/tracking_source,baseline/right_cheek/pos,baseline/right_cheek/chrom,tracked/right_cheek/pos,tracked/right_cheek/chrom,right_cheek/observed,right_cheek/interpolated,right_cheek/quality,right_cheek/tracking_source
0.0,,,,,True,False,0.999999988850146,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset
0.0333332999999999,,,,,True,False,0.9999999890947653,baseline_ratio_fallback,,,,,True,False,0.9999999806695579,baseline_ratio_fallback,,,,,True,False,0.9999999906788736,baseline_ratio_fallback
0.0666665999999999,,,,,True,False,0.9999999906306786,baseline_ratio_fallback,,,,,True,False,0.9999999792580212,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.0999998999999999,,,,,True,False,0.9999999928521248,tracked_ratio,,,,,True,False,0.999999984074806,baseline_ratio_fallback,,,,,True,False,0.9999999846304873,baseline_ratio_fallback
0.1333331999999999,,,,,True,False,0.9999999729014658,tracked_ratio,,,,,True,False,0.9999999962647474,baseline_ratio_fallback,,,,,True,False,0.9999999915317073,baseline_ratio_fallback
0.1666665,,,,,True,False,0.9999999829222281,baseline_ratio_fallback,,,,,True,False,0.999999969296574,baseline_ratio_fallback,,,,,True,False,0.9999999752478888,baseline_ratio_fallback
0.1999997999999999,,,,,True,False,0.9999999921651733,tracked_ratio,,,,,True,False,0.999999989219057,baseline_ratio_fallback,,,,,True,False,0.9999999932547489,baseline_ratio_fallback
0.2333331,,,,,True,False,0.9999999982086036,tracked_ratio,,,,,True,False,0.9999999966561898,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.2666663999999999,,,,,True,False,0.9999999908216304,baseline_ratio_fallback,,,,,True,False,0.9999999760630628,baseline_ratio_fallback,,,,,True,False,0.9999999857696086,baseline_ratio_fallback
0.2999997,,,,,True,False,0.9999999817217818,tracked_ratio,,,,,True,False,0.999999981737722,baseline_ratio_fallback,,,,,True,False,0.9999999780703255,baseline_ratio_fallback
0.333333,,,,,True,False,0.9999999887498395,tracked_ratio,,,,,True,False,0.9999999984757858,baseline_ratio_fallback,,,,,True,False,0.9999999767557777,baseline_ratio_fallback
0.3666663,,,,,True,False,0.9999999848276697,tracked_ratio,,,,,True,False,0.9999999879791946,baseline_ratio_fallback,,,,,True,False,0.999999991885612,baseline_ratio_fallback
0.3999995999999999,,,,,True,False,0.9999999919993475,baseline_ratio_fallback,,,,,True,False,0.9999999747423127,baseline_ratio_fallback,,,,,True,False,0.9999999717232575,baseline_ratio_fallback
0.4333328999999999,,,,,True,False,0.9999999927496338,baseline_ratio_fallback,,,,,True,False,0.9999999946223626,baseline_ratio_fallback,,,,,True,False,0.999999988694608,baseline_ratio_fallback
0.4666662,,,,,True,False,0.9999999963604217,baseline_ratio_fallback,,,,,True,False,0.999999995088362,baseline_ratio_fallback,,,,,True,False,0.9999999755663044,baseline_ratio_fallback
0.4999995,,,,,True,False,0.999999983517821,tracked_ratio,,,,,True,False,0.9999999719313304,baseline_ratio_fallback,,,,,True,False,0.9999999941896399,baseline_ratio_fallback
0.5333327999999999,,,,,True,False,0.9999999924209123,tracked_ratio,,,,,True,False,0.999999986895772,baseline_ratio_fallback,,,,,True,False,0.9999999804052594,baseline_ratio_fallback
0.5666661,,,,,True,False,0.9999999889376749,tracked_ratio,,,,,True,False,0.9999999894623486,baseline_ratio_fallback,,,,,True,False,0.9999999974082613,baseline_ratio_fallback
0.5999994,,,,,True,False,0.9999999914475675,baseline_ratio_fallback,,,,,True,False,0.9999999980799141,baseline_ratio_fallback,,,,,True,False,0.9999999920623778,baseline_ratio_fallback
0.6333327,,,,,True,False,0.9999999893443021,baseline_ratio_fallback,,,,,True,False,0.9999999778573918,baseline_ratio_fallback,,,,,True,False,0.9999999996780571,baseline_ratio_fallback
0.666666,,,,,True,False,0.9999999799998712,baseline_ratio_fallback,,,,,True,False,0.9999999907505199,baseline_ratio_fallback,,,,,True,False,0.999999975365201,baseline_ratio_fallback
0.6999993,,,,,True,False,0.999999997857228,baseline_ratio_fallback,,,,,True,False,0.9999999931305623,baseline_ratio_fallback,,,,,True,False,0.9999999861136442,baseline_ratio_fallback
0.7333326,,,,,True,False,0.9999999960228176,tracked_ratio,,,,,True,False,0.9999999884848296,baseline_ratio_fallback,,,,,True,False,0.9999999828558472,baseline_ratio_fallback
0.7666659,,,,,True,False,0.9999999928977557,tracked_ratio,,,,,True,False,0.9999999995532955,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
