time_s,pos_bpm,pos_snr,chrom_bpm,chrom_snr,motion_score,method_disagreement_bpm
5.005,120.28986638361636,-6.371324817674178,119.41183816183812,-6.341432204985347,3.88477049503093,0.8780282217782371
6.006,75.51042707292706,-5.526731517395144,76.3884552947053,-4.597143541610445,3.8948166078689446,0.8780282217782371
7.007000000000001,76.3884552947053,-4.753643495379385,77.2664835164835,-3.4182064651155297,3.8796475337043095,0.8780282217782087
8.008000000000001,77.2664835164835,-4.448528798833735,78.14451173826173,-2.762584844366447,3.751541773126658,0.8780282217782229
9.009,77.2664835164835,-4.978603099918313,78.14451173826173,-3.4432048175920538,3.8981653121482824,0.8780282217782229
10.01,76.3884552947053,-5.91514058160485,77.2664835164835,-5.396381012917976,4.059016763315781,0.8780282217782087
11.011,132.58226148851148,-5.546538156460055,134.3383179320679,-6.984883280238492,4.1231100280134765,1.7560564435564174
12.012,133.4602897102897,-6.044159452583181,56.19380619380619,-6.981176255979555,3.9752741082016594,77.2664835164835
13.013,57.94986263736263,-5.495878827182485,58.82789085914085,-4.278426943204224,3.8796760779636275,0.8780282217782229
14.014,58.82789085914085,-3.538500925866612,61.46197552447551,-3.234254348548494,3.700339430858641,2.6340846653346617
15.015,57.94986263736263,-3.603245553173096,61.46197552447551,-3.930736771577295,3.8914679035896063,3.5121128871128846
16.016000000000002,48.2915521978022,-4.092061817944737,86.92479395604394,-4.036826190117892,3.8796475337043095,38.633241758241745
17.017,47.41352397602397,-3.4966520498621376,85.16873751248751,-3.056235477169404,3.755928455295524,37.75521353646354
18.018,45.65746753246753,-4.557294393003868,84.29070929070927,-2.536685224854736,3.513074448939151,38.633241758241745
19.019,44.779439310689305,-5.771950766116538,82.53465284715284,-3.516835671003056,3.4477900779408026,37.755213536463536
20.02,44.779439310689305,-6.636811377239229,81.6566246253746,-5.683446663857783,3.3011941632190425,36.8771853146853
21.021,72.87634240759239,-5.9195276526100375,59.70591908091907,-6.7236067565145134,3.490128079373487,13.170423326673323
22.022,72.87634240759239,-6.13164925793393,57.94986263736263,-4.3860543394917135,3.5061138644555943,14.926479770229761
23.023,73.75437062937063,-5.025644247153945,58.82789085914085,-3.603355628305191,3.743520389074901,14.926479770229776
24.024,58.82789085914085,-4.599828016146892,58.82789085914085,-3.3905998045305443,3.8275358196753286,0.0
25.025,59.70591908091907,-4.280543755185647,59.70591908091907,-3.0265594769422406,3.743520389074901,0.0
26.026,60.5839473026973,-3.522822140982246,59.70591908091907,-2.60533239072534,3.743520389074901,0.87802822177823
27.027,59.70591908091907,-2.545445550942409,58.82789085914085,-2.0986247696185663,3.3808277951019643,0.8780282217782158
28.028,58.82789085914085,-2.366224657002997,58.82789085914085,-2.563704217686331,3.2629725410905843,0.0
29.029,57.07183441558441,-4.794566410010975,57.07183441558441,-4.842561150663001,3.2629725410905843,0.0
30.03,71.12028596403596,-3.485112091139878,55.31577797202796,-6.525013463089827,2.9656020112487607,15.804507992007998
31.031,71.12028596403596,-2.829512919129419,71.12028596403596,-5.07861937585962,2.600560641496057,0.0
32.032000000000004,70.24225774225772,-2.85067830274083,71.12028596403596,-5.044116638783005,2.560767078043504,0.8780282217782371
33.033,70.24225774225772,-3.066417109077946,57.07183441558441,-4.742599494722203,2.438781630566134,13.170423326673308
34.034,71.12028596403596,-4.078706813999817,59.70591908091907,-4.613111632089908,2.3546059864288367,11.414366883116891
35.035000000000004,72.87634240759239,-4.233333681053676,61.46197552447551,-5.757916393550177,2.0506407109302627,11.414366883116877
36.036,72.87634240759239,-3.536048833032331,62.34000374625374,-5.141641750373459,1.960955725731784,10.536338661338647
37.037,71.99831418581418,-3.362249292472951,64.09606018981017,-2.5752812357271937,1.8816093153994549,7.902253996004006
38.038,67.60817307692307,-2.397404872370441,65.85211663336662,-1.2769067858426584,1.6330476056556262,1.7560564435564459
39.039,64.09606018981017,-2.0167151515832376,64.09606018981017,-2.022851957642576,1.3095971991265594,0.0
40.04,62.34000374625374,-2.53138229561483,62.34000374625374,-3.659454963883882,1.085389747165478,0.0
41.041,64.09606018981017,-5.187070954077544,89.55887862137861,-2.847080503439118,1.085389747165478,25.462818431568436
42.042,89.55887862137861,-4.976803951047514,87.80282217782216,-1.7734787735779984,1.085389747165478,1.7560564435564459
43.043,87.80282217782216,-5.059436373771789,86.92479395604394,-1.7368407489080953,1.3495145839574507,0.8780282217782229
44.044,86.92479395604394,-5.977760338600583,86.04676573426572,-2.841792785299932,1.36261985294278,0.8780282217782229
45.045,71.12028596403596,-7.143566267438236,86.04676573426572,-5.435096385229019,1.2728396824669956,14.926479770229761
46.046,70.24225774225772,-6.5762621181211,86.92479395604394,-8.193344521153197,1.2728396824669956,16.68253621378622
47.047,69.36422952047951,-6.727627200095901,50.92563686313685,-5.72044392388646,1.3267573421736223,18.43859265734266
48.048,50.04760864135864,-6.5872197273731405,50.04760864135864,-4.33850879221369,1.41043653396832,0.0
49.049,50.92563686313685,-6.815458237458275,50.92563686313685,-4.239699920082976,1.4432829446905573,0.0
50.05,64.09606018981017,-6.868519951563856,50.04760864135864,-6.088905021643384,1.3685551592933936,14.048451548451531
51.051,62.34000374625374,-5.1429137774998495,63.21803196803196,-6.563578609103367,1.322198295609336,0.8780282217782158
52.052,62.34000374625374,-3.8271800958395854,63.21803196803196,-5.836129134912524,1.322198295609336,0.8780282217782158
53.053,63.21803196803196,-3.5906390743866217,63.21803196803196,-6.25399841527152,1.2467800476288524,0.0
54.054,62.34000374625374,-4.445632481901924,64.09606018981017,-7.308872079622326,1.2155900604617078,1.7560564435564316
