window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,4.99995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9994444444444445,0.9994444444444445,0.0005555555555555556,0.0,0.0
1,5.99994,none,no_qualified_branch,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.0
2,6.99993,baseline,tracking_quality_fallback,76.0,75.0,0.7749186267534496,0.3870333748176684,True,False,False,1.0,1.0,0.0,0.36015453854198765,0.3585018358710222
3,7.9999199999999995,baseline,baseline_evidence_retained,76.0,75.0,0.726289298107269,0.5023234435420453,True,True,True,1.0,1.0,0.0,0.5383419728990705,0.5198691740292892
4,8.99991,baseline,baseline_evidence_retained,75.0,75.0,0.6686792877001156,0.5263322073307398,True,True,True,1.0,1.0,0.0,0.7490929911668968,0.7079302244449496
5,9.9999,baseline,baseline_evidence_retained,74.0,76.0,0.6549381741313,0.5324768541953165,True,True,True,1.0,1.0,0.0,0.8204380797615056,0.6648098456144113
6,10.99989,baseline,baseline_evidence_retained,73.0,75.0,0.6450040325722868,0.5033057087418827,True,True,True,1.0,1.0,0.0,0.9436543200815289,0.7480196104177189
7,11.99988,baseline,baseline_evidence_retained,72.0,74.0,0.6495369561427415,0.5456888487285529,True,True,True,1.0,1.0,0.0,0.9700255205083184,0.9354877467962829
8,12.99987,baseline,baseline_evidence_retained,72.0,74.0,0.671366858998878,0.4979071863252647,True,True,True,1.0,1.0,0.0,0.8675241697077105,0.8438142018438708
9,13.99986,baseline,baseline_evidence_retained,74.0,74.0,0.6552267424506757,0.3941171206700314,True,True,True,1.0,1.0,0.0,0.8941672313305429,0.897662913845794
10,14.99985,baseline,baseline_evidence_retained,75.0,75.0,0.6231880616972579,0.34697806300802064,True,True,True,1.0,1.0,0.0,0.9648016572252222,0.9340795467708533
11,15.999839999999999,baseline,baseline_evidence_retained,78.0,76.0,0.6138998380697313,0.2685553256261534,True,True,True,1.0,1.0,0.0,0.9876098917773207,0.9918732070178253
12,16.99983,baseline,tracking_quality_fallback,79.0,,0.7060753569679894,0.1622791427571365,True,False,False,1.0,1.0,0.0,0.5741697276669112,0.1708561911010797
13,17.99982,baseline,tracking_quality_fallback,81.0,57.0,0.8069244675852093,0.24610954891396872,True,False,False,1.0,1.0,0.0,0.10129528115724021,0.09676151156192168
14,18.99981,baseline,tracking_quality_fallback,82.0,61.0,0.8158561315800943,0.3294590715709331,True,False,False,1.0,1.0,0.0,0.09223428733844569,0.0934208731719644
15,19.9998,baseline,tracking_quality_fallback,81.0,63.0,0.7710706986586259,0.3941918268815525,True,False,False,1.0,1.0,0.0,0.28375386919622825,0.1265185593688979
16,20.99979,baseline,tracking_quality_fallback,79.0,64.0,0.7311646496832193,0.4521005181731874,True,False,False,1.0,1.0,0.0,0.4253941103623365,0.21442328461805218
17,21.99978,baseline,tracking_quality_fallback,78.0,62.0,0.7479008013563937,0.6166321010988671,True,False,False,1.0,1.0,0.0,0.39520297637603025,0.28378832857629976
