time_s,forehead_pos,forehead_chrom,forehead_observed,forehead_interpolated,left_cheek_pos,left_cheek_chrom,left_cheek_observed,left_cheek_interpolated,right_cheek_pos,right_cheek_chrom,right_cheek_observed,right_cheek_interpolated
0.0,,,True,False,,,True,False,,,True,False
0.0333332999999999,,,True,False,,,True,False,,,True,False
0.0666665999999999,,,True,False,,,True,False,,,True,False
0.0999998999999999,,,True,False,,,True,False,,,True,False
0.1333331999999999,,,True,False,,,True,False,,,True,False
0.1666665,,,True,False,,,True,False,,,True,False
0.1999997999999999,,,True,False,,,True,False,,,True,False
0.2333331,,,True,False,,,True,False,,,True,False
0.2666663999999999,,,True,False,,,True,False,,,True,False
0.2999997,,,True,False,,,True,False,,,True,False
0.333333,,,True,False,,,True,False,,,True,False
0.3666663,,,True,False,,,True,False,,,True,False
0.3999995999999999,,,True,False,,,True,False,,,True,False
0.4333328999999999,,,True,False,,,True,False,,,True,False
0.4666662,,,True,False,,,True,False,,,True,False
0.4999995,,,True,False,,,True,False,,,True,False
0.5333327999999999,,,True,False,,,True,False,,,True,False
0.5666661,,,True,False,,,True,False,,,True,False
0.5999994,,,True,False,,,True,False,,,True,False
0.6333327,,,True,False,,,True,False,,,True,False
0.666666,,,True,False,,,True,False,,,True,False
0.6999993,,,True,False,,,True,False,,,True,False
0.7333326,,,True,False,,,True,False,,,True,False
0.7666659,,,True,False,,,True,False,,,True,False
0.7999991999999999,,,True,False,,,True,False,,,True,False
0.8333324999999999,,,True,False,,,True,False,,,True,False
0.8666657999999999,,,True,False,,,True,False,,,True,False
0.8999990999999999,,,True,False,,,True,False,,,True,False
0.9333324,,,True,False,,,True,False,,,True,False
0.9666657,,,True,False,,,True,False,,,True,False
0.999999,,,True,False,,,True,False,,,True,False
1.0333323,,,True,False,,,True,False,,,True,False
1.0666656,,,True,False,,,True,False,,,True,False
1.0999989,,,True,False,,,True,False,,,True,False
1.1333322,,,True,False,,,True,False,,,True,False
1.1666655,,,True,False,,,True,False,,,True,False
1.1999988,,,True,False,,,True,False,,,True,False
1.2333321,,,True,False,,,True,False,,,True,False
1.2666654,,,True,False,,,True,False,,,True,False
1.2999987,,,True,False,,,True,False,,,True,False
1.333332,,,True,False,,,True,False,,,True,False
1.3666653,,,True,False,,,True,False,,,True,False
1.3999986,,,True,False,,,True,False,,,True,False
1.4333319,,,True,False,,,True,False,,,True,False
1.4666652,,,True,False,,,True,False,,,True,False
1.4999985,,,True,False,,,True,False,,,True,False
1.5333318,,,True,False,,,True,False,,,True,False
1.5666650999999998,,,True,False,,,True,False,,,True,False
1.5999983999999998,0.1875813736762972,-0.10461146119711777,True,False,-0.08524591908523407,0.24050784289409308,True,False,1.4625092480554838,-2.0185675855797043,True,False
1.6333316999999998,0.20488089518357908,-0.039566503619151004,True,False,-0.3301857064289713,0.42957166884235626,True,False,0.8505180712491166,-1.4920925881369107,True,False
1.6666649999999998,0.17604348246251275,0.07249046070287739,True,False,-0.586232151135013,0.6097039392107723,True,False,-0.0222014482636586,-0.6477972879708891,True,False
1.6999983,0.09107390397002317,0.20783117967527287,True,False,-0.7443174050059408,0.6567669288083957,True,False,-0.7934330755898357,0.1373249332284804,True,False
1.7333316,-0.061488468338033085,0.33300520717634546,True,False,-0.7215938894404671,0.4962504348071193,True,False,-1.1677479060259648,0.5683707773466941,True,False
1.7666649,-0.2765387921279826,0.40952945200464647,True,False,-0.5003103354281584,0.14209196172052713,True,False,-1.035739126072145,0.5470412163939623,True,False
1.7999982,-0.510184317671369,0.399846026968319,True,False,-0.1394416719378941,-0.30571953471453406,True,False,-0.5020689125931939,0.1811706734728967,True,False
1.8333315,-0.6686693401922089,0.276357346904782,True,False,0.2490329245920317,-0.7056672804098603,True,False,0.17533496128487244,-0.2859524556961365,True,False
1.8666648,-0.6349535146924286,0.036292050910740274,True,False,0.5485716649688946,-0.9394604137427476,True,False,0.698250213787285,-0.5844589659230484,True,False
1.8999981,-0.33691291783914695,-0.2822471833904562,True,False,0.6869469441462691,-0.9637499430495078,True,False,0.8495157946375125,-0.5333984318832455,True,False
1.9333314,0.18767298112906508,-0.5992707734565241,True,False,0.6615886743726132,-0.8222076444918692,True,False,0.5834495606445964,-0.1272935268897266,True,False
1.9666647,0.7878826718439104,-0.8205825690575306,True,False,0.5317648672468546,-0.6143167606118809,True,False,0.05088428250076951,0.4497978594739875,True,False
1.999998,1.266271704061527,-0.8835703552366313,True,False,0.3857342691705165,-0.44211360546111755,True,False,-0.4622342236303234,0.9044378130048483,True,False
2.0333313,1.464981994956889,-0.7890791386426256,True,False,0.2992811227729724,-0.36405125699836505,True,False,-0.6679991960665199,0.9768363181299669,True,False
2.0666646,1.3216713332099064,-0.5965381240458861,True,False,0.30094447632695837,-0.37413309747385926,True,False,-0.4205849780784049,0.572224481095487,True,False
2.0999979,0.8883335995996993,-0.3893102080423407,True,False,0.3578372378231402,-0.41048702083912414,True,False,0.2073129363294332,-0.188663716752555,True,False
2.1333312,0.3240522713421815,-0.23623034408831,True,False,0.3914199298801844,-0.3884758898535608,True,False,0.9586652235775565,-1.0228894567092932,True,False
