time_s,baseline/forehead/pos,baseline/forehead/chrom,tracked/forehead/pos,tracked/forehead/chrom,forehead/observed,forehead/interpolated,forehead/quality,forehead/tracking_source,baseline/left_cheek/pos,baseline/left_cheek/chrom,tracked/left_cheek/pos,tracked/left_cheek/chrom,left_cheek/observed,left_cheek/interpolated,left_cheek/quality,left_cheek/tracking_source,baseline/right_cheek/pos,baseline/right_cheek/chrom,tracked/right_cheek/pos,tracked/right_cheek/chrom,right_cheek/observed,right_cheek/interpolated,right_cheek/quality,right_cheek/tracking_source
0.0,,,,,True,False,1.0,baseline_reset,,,,,True,False,0.999999991587338,baseline_reset,,,,,True,False,0.9999999873968296,baseline_reset
0.0333332999999999,,,,,True,False,0.9999999798779342,baseline_ratio_fallback,,,,,True,False,0.9999999768379424,baseline_ratio_fallback,,,,,True,False,0.9999999880984676,baseline_ratio_fallback
0.0666665999999999,,,,,True,False,0.9999999840960606,baseline_ratio_fallback,,,,,True,False,0.9994230708211926,baseline_ratio_fallback,,,,,True,False,0.9999999862712303,baseline_ratio_fallback
0.0999998999999999,,,,,True,False,0.9999999834666882,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999867890879,baseline_ratio_fallback
0.1333331999999999,,,,,True,False,0.9999999971362108,tracked_ratio,,,,,True,False,0.999809574867818,baseline_ratio_fallback,,,,,True,False,0.9999999902652215,baseline_ratio_fallback
0.1666665,,,,,True,False,0.999999983810247,tracked_ratio,,,,,True,False,0.9999999996203579,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.1999997999999999,,,,,True,False,0.9999999924488834,tracked_ratio,,,,,True,False,0.9999999847364558,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.2333331,,,,,True,False,0.9999999711108742,baseline_ratio_fallback,,,,,True,False,0.9999999785799876,baseline_ratio_fallback,,,,,True,False,0.9999999946311121,baseline_ratio_fallback
0.2666663999999999,,,,,True,False,0.9999999897529057,baseline_ratio_fallback,,,,,True,False,0.999999993955706,baseline_ratio_fallback,,,,,True,False,0.9999999911394211,baseline_ratio_fallback
0.2999997,,,,,True,False,0.9999999937280274,tracked_ratio,,,,,True,False,0.9999999865621658,baseline_ratio_fallback,,,,,True,False,0.9999999877818563,baseline_ratio_fallback
0.333333,,,,,True,False,0.9999999962527321,tracked_ratio,,,,,True,False,0.9999999694160935,baseline_ratio_fallback,,,,,True,False,0.9999999999908185,baseline_ratio_fallback
0.3666663,,,,,True,False,0.9999999921851825,tracked_ratio,,,,,True,False,0.9999999824610388,baseline_ratio_fallback,,,,,True,False,0.9999999837009457,baseline_ratio_fallback
0.3999995999999999,,,,,True,False,0.9999999705536111,tracked_ratio,,,,,True,False,0.999804225098997,baseline_ratio_fallback,,,,,True,False,0.9999999910271613,baseline_ratio_fallback
0.4333328999999999,,,,,True,False,0.9999999856119226,tracked_ratio,,,,,True,False,0.9998024849828917,baseline_ratio_fallback,,,,,True,False,0.9999999749991558,baseline_ratio_fallback
