time_s,baseline/forehead_0/pos,baseline/forehead_0/chrom,tracked/forehead_0/pos,tracked/forehead_0/chrom,forehead_0/observed,forehead_0/interpolated,forehead_0/quality,forehead_0/tracking_source,baseline/forehead_1/pos,baseline/forehead_1/chrom,tracked/forehead_1/pos,tracked/forehead_1/chrom,forehead_1/observed,forehead_1/interpolated,forehead_1/quality,forehead_1/tracking_source,baseline/forehead_2/pos,baseline/forehead_2/chrom,tracked/forehead_2/pos,tracked/forehead_2/chrom,forehead_2/observed,forehead_2/interpolated,forehead_2/quality,forehead_2/tracking_source,baseline/forehead_3/pos,baseline/forehead_3/chrom,tracked/forehead_3/pos,tracked/forehead_3/chrom,forehead_3/observed,forehead_3/interpolated,forehead_3/quality,forehead_3/tracking_source,baseline/left_cheek_0/pos,baseline/left_cheek_0/chrom,tracked/left_cheek_0/pos,tracked/left_cheek_0/chrom,left_cheek_0/observed,left_cheek_0/interpolated,left_cheek_0/quality,left_cheek_0/tracking_source,baseline/left_cheek_1/pos,baseline/left_cheek_1/chrom,tracked/left_cheek_1/pos,tracked/left_cheek_1/chrom,left_cheek_1/observed,left_cheek_1/interpolated,left_cheek_1/quality,left_cheek_1/tracking_source,baseline/left_cheek_2/pos,baseline/left_cheek_2/chrom,tracked/left_cheek_2/pos,tracked/left_cheek_2/chrom,left_cheek_2/observed,left_cheek_2/interpolated,left_cheek_2/quality,left_cheek_2/tracking_source,baseline/left_cheek_3/pos,baseline/left_cheek_3/chrom,tracked/left_cheek_3/pos,tracked/left_cheek_3/chrom,left_cheek_3/observed,left_cheek_3/interpolated,left_cheek_3/quality,left_cheek_3/tracking_source,baseline/right_cheek_0/pos,baseline/right_cheek_0/chrom,tracked/right_cheek_0/pos,tracked/right_cheek_0/chrom,right_cheek_0/observed,right_cheek_0/interpolated,right_cheek_0/quality,right_cheek_0/tracking_source,baseline/right_cheek_1/pos,baseline/right_cheek_1/chrom,tracked/right_cheek_1/pos,tracked/right_cheek_1/chrom,right_cheek_1/observed,right_cheek_1/interpolated,right_cheek_1/quality,right_cheek_1/tracking_source,baseline/right_cheek_2/pos,baseline/right_cheek_2/chrom,tracked/right_cheek_2/pos,tracked/right_cheek_2/chrom,right_cheek_2/observed,right_cheek_2/interpolated,right_cheek_2/quality,right_cheek_2/tracking_source,baseline/right_cheek_3/pos,baseline/right_cheek_3/chrom,tracked/right_cheek_3/pos,tracked/right_cheek_3/chrom,right_cheek_3/observed,right_cheek_3/interpolated,right_cheek_3/quality,right_cheek_3/tracking_source
0.0,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,0.999999983174676,baseline_reset,,,,,True,False,0.999999983174676,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,0.9999999664126424,baseline_reset,,,,,True,False,0.999999983174676,baseline_reset,,,,,True,False,1.0,baseline_reset,,,,,True,False,1.0,baseline_reset
0.0333332999999999,,,,,True,False,0.9999999990855494,baseline_ratio_fallback,,,,,True,False,0.9999999763507544,baseline_ratio_fallback,,,,,True,False,0.9999999829228652,tracked_ratio,,,,,True,False,0.9999999611525682,tracked_ratio,,,,,True,False,0.9999999648428416,baseline_ratio_fallback,,,,,True,False,0.9999999749747476,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999675341807,baseline_ratio_fallback,,,,,True,False,0.99999997809392,baseline_ratio_fallback,,,,,True,False,0.99999997429995,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.0666665999999999,,,,,True,False,0.9999999847116446,baseline_ratio_fallback,,,,,True,False,0.9999999927828108,baseline_ratio_fallback,,,,,True,False,0.999999958889787,baseline_ratio_fallback,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9976923076923075,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999755924632,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999805082,baseline_ratio_fallback,,,,,True,False,0.9999999645767212,baseline_ratio_fallback
0.0999998999999999,,,,,True,False,0.9999999672911092,baseline_ratio_fallback,,,,,True,False,0.9999999770983204,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999894773232,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.999999948920628,baseline_ratio_fallback,,,,,True,False,0.9999999982357234,baseline_ratio_fallback
0.1333331999999999,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999885448432,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999830784564,baseline_ratio_fallback,,,,,True,False,0.9992383853769992,tracked_ratio,,,,,True,False,0.9999999560178076,baseline_ratio_fallback,,,,,True,False,0.9999999749980086,baseline_ratio_fallback,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999610608858,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.1666665,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999729713424,tracked_ratio,,,,,True,False,0.9999999622696456,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999984814316,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.1999997999999999,,,,,True,False,0.999999994401245,tracked_ratio,,,,,True,False,0.9999999753942884,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999791743248,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999597714988,baseline_ratio_fallback,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.2333331,,,,,True,False,0.999999957406846,tracked_ratio,,,,,True,False,0.9999999932804114,baseline_ratio_fallback,,,,,True,False,0.9999999561483676,tracked_ratio,,,,,True,False,0.9999999776078716,tracked_ratio,,,,,True,False,0.9999999780175028,baseline_ratio_fallback,,,,,True,False,0.9999999899262256,tracked_ratio,,,,,True,False,0.9999999602168947,baseline_ratio_fallback,,,,,True,False,0.999999986159327,baseline_ratio_fallback,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999785244484,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.2666663999999999,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999678216034,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999911900196,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999758228244,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999645576844,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
0.2999997,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,0.9999999749121096,tracked_ratio,,,,,True,False,1.0,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999918826884,tracked_ratio,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999543659752,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback,,,,,True,False,0.9999999721635278,baseline_ratio_fallback,,,,,True,False,0.9999999789638973,baseline_ratio_fallback,,,,,True,False,1.0,baseline_ratio_fallback
