time_s,base,observed,interpolated,covered
0.0,,False,False,False
0.0341715547367139,,False,False,False
0.0683431094734279,,False,False,False
0.1025146642101419,,False,False,False
0.1366862189468559,,False,False,False
0.1708577736835698,,False,False,False
0.2050293284202838,,False,False,False
0.2392008831569978,,False,False,False
0.2733724378937118,,False,False,False
0.3075439926304258,,False,False,False
0.3417155473671397,,False,False,False
0.3758871021038537,,False,False,False
0.4100586568405677,,False,False,False
0.4442302115772817,,False,False,False
0.4784017663139956,,False,False,False
0.5125733210507096,,False,False,False
0.5467448757874237,,False,False,False
0.5809164305241377,,False,False,False
0.6150879852608516,,False,False,False
0.6492595399975656,,False,False,False
0.6834310947342795,,False,False,False
0.7176026494709935,,False,False,False
0.7517742042077075,,False,False,False
0.7859457589444215,,False,False,False
0.8201173136811355,,False,False,False
0.8542888684178495,,False,False,False
0.8884604231545634,,False,False,False
0.9226319778912774,,False,False,False
0.9568035326279912,,False,False,False
0.9909750873647054,,False,False,False
1.0251466421014193,,False,False,False
1.059318196838133,,False,False,False
1.0934897515748474,,False,False,False
1.1276613063115613,,False,False,False
1.161832861048275,,False,False,False
1.1960044157849892,,False,False,False
1.2301759705217032,,False,False,False
1.264347525258417,,False,False,False
1.2985190799951312,,False,False,False
1.3326906347318452,,False,False,False
1.366862189468559,,False,False,False
1.4010337442052732,,False,False,False
1.435205298941987,,False,False,False
1.469376853678701,,False,False,False
1.503548408415415,,False,False,False
1.537719963152129,,False,False,False
1.571891517888843,,False,False,False
1.606063072625557,0.001881504024473028,True,False,True
1.640234627362271,-0.0005302970715087431,True,False,True
1.6744061820989848,-9.621727446768579e-05,True,False,True
1.708577736835699,0.0022412076508411772,True,False,True
1.7427492915724128,0.0015812600979525887,True,False,True
1.7769208463091268,0.00037248778533075064,True,False,True
1.811092401045841,0.00025359723864615713,True,False,True
1.8452639557825548,0.0006285761176204142,True,False,True
1.8794355105192688,0.0008825555558016698,True,False,True
1.913607065255983,0.001268958531413997,True,False,True
1.9477786199926967,0.0004411129946563748,True,False,True
1.9819501747294108,5.205057826849185e-05,True,False,True
2.016121729466125,2.631139102188669e-05,True,False,True
2.0502932842028385,-0.0002554072060532574,True,False,True
2.0844648389395526,0.0022719979239864377,True,False,True
2.1186363936762667,0.0036766651017314145,True,False,True
2.1528079484129807,0.0009621602587733311,True,False,True
2.186979503149695,0.0013689880707011067,True,False,True
2.2211510578864084,0.004552958209518421,True,False,True
2.2553226126231225,0.003359618707226295,True,False,True
2.289494167359837,0.003752339357409205,True,False,True
2.32366572209655,0.0019403495629012081,True,False,True
2.3578372768332643,0.0010152707877731915,True,False,True
2.3920088315699783,0.0035981067790640648,True,False,True
2.4261803863066924,0.0031441557931735265,True,False,True
2.4603519410434065,-4.713824439160476e-05,True,False,True
2.494523495780121,0.0008423516892985113,True,False,True
2.528695050516834,0.0004960176411986192,True,False,True
2.5628666052535483,0.002044165158093368,True,False,True
2.5970381599902623,0.001699547983463279,True,False,True
2.6312097147269764,-0.0003586338648708495,True,False,True
2.6653812694636905,-0.0013305473672626676,True,False,True
2.699552824200404,-0.0005915655348820127,True,False,True
2.733724378937118,-0.001030251013084608,True,False,True
2.767895933673832,0.0014738672606352805,True,False,True
2.8020674884105463,0.0024935053866168735,True,False,True
2.8362390431472604,0.0012224295223043713,True,False,True
2.870410597883974,0.00065694365197746,True,False,True
2.904582152620688,-0.0008257511972436359,True,False,True
2.938753707357402,-0.0007094210476394552,True,False,True
2.972925262094116,9.987191435251576e-05,True,False,True
3.00709681683083,-0.0012130761635591382,True,False,True
3.041268371567544,-0.0009022841774614605,True,False,True
3.075439926304258,-0.0008314077702040912,True,False,True
3.109611481040972,0.0018075617616514037,True,False,True
3.143783035777686,-0.002965595423673347,True,False,True
3.1779545905144,-0.00013323070303942097,True,False,True
3.212126145251114,-0.002558047943711066,True,False,True
3.246297699987828,-0.002221331056272001,True,False,True
3.280469254724542,-0.003557007238606448,True,False,True
3.314640809461256,-0.0019317901423762695,True,False,True
3.3488123641979697,-0.00305249130668577,True,False,True
3.382983918934684,-0.00014571814709264517,True,False,True
3.417155473671398,-0.0009195897826913094,True,False,True
3.451327028408112,0.0021175583940796685,True,False,True
3.485498583144825,0.0016688805728784697,True,False,True
3.51967013788154,0.0018402346463841522,True,False,True
3.5538416926182537,0.0016303344047672317,True,False,True
3.588013247354968,-0.00041241342322257356,True,False,True
3.622184802091682,-0.0008060728380483571,True,False,True
3.656356356828395,-0.0006669952954926171,True,False,True
3.6905279115651095,-0.001967899298768857,True,False,True
3.724699466301824,-0.0023504621077288053,True,False,True
3.7588710210385377,-0.001966034262296214,True,False,True
3.793042575775252,-0.0019741564549151346,True,False,True
