time_s,pos_bpm,pos_snr,chrom_bpm,chrom_snr,motion_score,method_disagreement_bpm
4.999995,130.0782550782551,-2.0511805491601423,129.19934794934795,-3.817028211519552,0.2982734147150006,0.8789071289071444
5.999994,130.0782550782551,-2.3185559896999166,130.0782550782551,-4.708026121489476,0.32311273740921637,0.0
6.999993,130.0782550782551,-3.1010043102737037,130.0782550782551,-5.393227947380019,0.31173123520277024,0.0
7.999992,130.95716220716224,-3.9810403087696775,130.95716220716224,-5.277221745722703,0.3154220340141407,0.0
8.999991,131.83606933606936,-5.314416042607819,131.83606933606936,-4.095651605766982,0.3154220340141407,0.0
9.99999,132.71497646497647,-6.743691876709564,132.71497646497647,-2.76677011379002,0.330803440804292,0.0
10.999989,132.71497646497647,-7.315890760234351,133.59388359388362,-2.429068296506065,0.3514589040043792,0.8789071289071444
11.999988,103.71104121104123,-5.781502086349597,132.71497646497647,-2.387924093013704,0.330803440804292,29.00393525393524
12.999987,103.71104121104123,-4.242631724415232,132.71497646497647,-1.76295415504714,0.25955083730258965,29.00393525393524
13.999986,104.58994833994836,-3.736715188630949,131.83606933606936,-0.8630461365036899,0.2733136372346171,27.246120996120993
14.999985,106.3477625977626,-3.984501640168613,132.71497646497647,-0.1821542833756656,0.25008256752635,26.367213867213877
15.999984,107.22666972666974,-4.158473171633269,132.71497646497647,0.0584773257518877,0.2965447069428839,25.488306738306733
16.999983,108.10557685557689,-4.338197260852467,132.71497646497647,-0.1807601618201957,0.2198077874165316,24.60939960939959
17.999982,132.71497646497647,-4.664806164911165,132.71497646497647,-0.4106132984946761,0.1166438269136829,0.0
18.999981,132.71497646497647,-4.192604033135673,131.83606933606936,-0.2168686685651647,0.01729327042415384,0.878907128907116
19.99998,131.83606933606936,-3.557630209614364,130.95716220716224,0.3819308865678189,0.0048715675381917,0.878907128907116
20.999979,130.95716220716224,-3.6043286875391622,129.19934794934795,0.229895334315632,0.015244929583545529,1.7578142578142888
21.999978,107.22666972666974,-6.746090980459876,127.44153369153372,-1.4832448025840128,-0.0010587766149378,20.21486396486398
22.999977,107.22666972666974,-4.800528111841766,123.9259051759052,-2.534235561972504,0.024868008434381954,16.69923544923546
23.999976,106.3477625977626,-3.8435307690865295,123.04699804699806,-2.620463076178827,0.054936001494028,16.69923544923546
24.999975,106.3477625977626,-3.8400019093861393,122.16809091809095,-2.6537144883426294,0.11085466750414931,15.820328320328358
25.999974,107.22666972666974,-4.533822164130584,122.16809091809095,-2.8880615821244957,0.05874884700950747,14.941421191421213
26.999973,123.04699804699806,-3.909570280057964,107.22666972666974,-3.942496306911587,0.0642515175619222,15.820328320328315
27.999972,108.10557685557689,-7.27471495194557,108.10557685557689,-5.18796308050028,0.1011351619415685,0.0
28.999971,66.79694179694181,-4.305736782978711,109.86339111339112,-5.939380563799281,0.06873211428092585,43.06644931644931
29.99997,65.91803466803468,-3.1218065772650574,65.03912753912755,-4.008300770054489,0.0642515175619222,0.8789071289071302
30.999969,65.03912753912755,-2.7235714891082923,64.16022041022042,-3.125104705551686,0.035645816860047544,0.8789071289071302
31.999968,63.281313281313295,-2.669966155459142,63.281313281313295,-2.8712809177852683,0.0169182700924516,0.0
32.999967,62.402406152406165,-2.5424407589132696,62.402406152406165,-2.790892277931377,-0.0632920772810165,0.0
33.999966,62.402406152406165,-2.710215160327316,62.402406152406165,-2.9249018152832824,-0.165178585806766,0.0
34.999965,62.402406152406165,-3.7325369866418736,62.402406152406165,-3.747679749305326,-0.1958339161172625,0.0
35.999964,140.62514062514066,-4.87576008750503,140.62514062514066,-5.755268659002918,-0.2772138867486605,0.0
36.999963,139.74623349623351,-3.7149755392872152,138.86732636732637,-4.70205925513496,-0.2983397747021757,0.8789071289071444
37.999962,140.62514062514066,-4.602473138415181,135.35169785169788,-5.822466116197075,-0.29650106699654366,5.273442773442781
38.999961,148.5353047853048,-6.0975067415359145,154.6876546876547,-5.259368704428814,-0.30847904462738923,6.1523499023499255
39.99996,152.92984042984045,-5.062446950648184,154.6876546876547,-3.5940750091195435,-0.3107052546628505,1.7578142578142604
40.999959,154.6876546876547,-4.318310066412847,154.6876546876547,-2.8183885110789464,-0.3040266245564668,0.0
41.999958,155.56656181656186,-4.53493934393112,154.6876546876547,-3.1209211262032843,-0.2912017194720823,0.8789071289071444
42.999957,155.56656181656186,-5.561579016770059,154.6876546876547,-4.576923118007594,-0.29573118455129893,0.8789071289071444
43.999956,75.5860130860131,-5.01657792466248,74.70710595710597,-5.993228722427,-0.250403555274841,0.8789071289071302
44.999955,76.46492021492023,-4.96809820902743,77.34382734382736,-6.200628392111414,-0.31770978841646347,0.8789071289071302
45.999954,78.22273447273449,-5.478372828410924,79.98054873054875,-6.400037694337197,-0.3399006767438714,1.7578142578142604
