window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,4.99995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9994444444444445,0.9994444444444445,0.0005555555555555556,0.0,0.0
1,5.99994,none,no_qualified_branch,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.0
2,6.99993,baseline,tracking_quality_fallback,76.0,75.0,0.7749186267534294,0.387033374817666,True,False,False,1.0,1.0,0.0,0.3601545385420842,0.35850183587107
3,7.9999199999999995,baseline,baseline_evidence_retained,76.0,75.0,0.7262892981072575,0.5023234435420517,True,True,True,1.0,1.0,0.0,0.5383419728991311,0.5198691740292797
4,8.99991,baseline,baseline_evidence_retained,75.0,75.0,0.6686792877001054,0.5263322073307377,True,True,True,1.0,1.0,0.0,0.7490929911669558,0.7079302244449661
5,9.9999,baseline,baseline_evidence_retained,74.0,76.0,0.6549381741312814,0.5324768541952968,True,True,True,1.0,1.0,0.0,0.820438079761601,0.6648098456145108
6,10.99989,baseline,baseline_evidence_retained,73.0,75.0,0.6450040325722812,0.503305708741875,True,True,True,1.0,1.0,0.0,0.9436543200815575,0.7480196104177778
7,11.99988,baseline,baseline_evidence_retained,72.0,74.0,0.6495369561427466,0.5456888487285501,True,True,True,1.0,1.0,0.0,0.9700255205082929,0.9354877467963038
8,12.99987,baseline,baseline_evidence_retained,72.0,74.0,0.6713668589988836,0.4979071863252705,True,True,True,1.0,1.0,0.0,0.8675241697076828,0.8438142018438585
9,13.99986,baseline,baseline_evidence_retained,74.0,74.0,0.6552267424506762,0.39411712067003263,True,True,True,1.0,1.0,0.0,0.8941672313305412,0.8976629138457944
10,14.99985,baseline,baseline_evidence_retained,75.0,75.0,0.6231880616972594,0.34697806300801937,True,True,True,1.0,1.0,0.0,0.9648016572252176,0.9340795467708516
11,15.999839999999999,baseline,baseline_evidence_retained,78.0,76.0,0.6138998380697297,0.26855532562614765,True,True,True,1.0,1.0,0.0,0.9876098917773286,0.9918732070178283
12,16.99983,baseline,tracking_quality_fallback,79.0,,0.7060753569679642,0.16227914275713864,True,False,False,1.0,1.0,0.0,0.5741697276670334,0.17085619110105235
13,17.99982,baseline,tracking_quality_fallback,81.0,57.0,0.8069244675852034,0.24610954891397013,True,False,False,1.0,1.0,0.0,0.10129528115727608,0.096761511561925
14,18.99981,baseline,tracking_quality_fallback,82.0,61.0,0.8158561315800958,0.3294590715709335,True,False,False,1.0,1.0,0.0,0.09223428733844448,0.09342087317196192
15,19.9998,baseline,tracking_quality_fallback,81.0,63.0,0.7710706986586293,0.39419182688154886,True,False,False,1.0,1.0,0.0,0.28375386919621554,0.12651855936891762
16,20.99979,baseline,tracking_quality_fallback,79.0,64.0,0.7311646496832217,0.4521005181731755,True,False,False,1.0,1.0,0.0,0.4253941103623305,0.214423284618119
17,21.99978,baseline,tracking_quality_fallback,78.0,62.0,0.7479008013563971,0.6166321010988486,True,False,False,1.0,1.0,0.0,0.39520297637601826,0.2837883285764054
