window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,4.999995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.2633333333333333,0.27666666666666667,0.006666666666666667,0.0,0.0
1,5.999994,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.36,0.37666666666666665,0.006666666666666667,0.0,0.0
2,6.999993,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.44,0.45666666666666667,0.0033333333333333335,0.0,0.0
3,7.999992,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.5333333333333333,0.5566666666666666,0.0033333333333333335,0.0,0.0
4,8.999991,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.6333333333333333,0.6566666666666666,0.0033333333333333335,0.0,0.0
5,9.99999,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.7333333333333333,0.7566666666666667,0.0033333333333333335,0.0,0.0
6,10.999989,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.8333333333333334,0.8566666666666667,0.0033333333333333335,0.0,0.0
7,11.999988,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9,0.9333333333333333,0.0,0.0,0.0
8,12.999986999999999,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9666666666666667,0.9866666666666667,0.0,0.0,0.0
9,13.999986,baseline,baseline_evidence_retained,191.0,190.0,0.8758998121818615,0.45975923918441997,True,True,True,0.9766666666666667,0.99,0.0,0.0,0.0
10,14.999984999999999,baseline,baseline_evidence_retained,190.0,190.0,0.8956397305798964,0.6276294354276268,True,True,True,0.9833333333333333,0.9866666666666667,0.0,0.0,0.0
11,15.999984,baseline,baseline_evidence_retained,189.0,190.0,0.7305689144391357,0.7958960064027093,True,True,True,0.98,0.9866666666666667,0.0,0.0,0.0
12,16.999983,tracked,stronger_qualified_evidence,189.0,189.0,0.5661020833789099,0.8153560473389081,True,True,True,0.9766666666666667,0.9866666666666667,0.0,0.0,0.0
13,17.999982,tracked,stronger_qualified_evidence,188.0,188.0,0.5017151917014843,0.6184443230522557,True,True,True,0.9733333333333334,0.99,0.0,0.8586579958064416,0.9906861986346374
14,18.999981,tracked,stronger_qualified_evidence,187.0,186.0,0.5065312704411993,0.6368941629930346,True,True,True,0.9733333333333334,0.99,0.0,0.8380982659235588,0.954730524684659
15,19.99998,baseline,baseline_evidence_retained,186.0,186.0,0.5999870955753192,0.6400690443760447,True,True,True,0.9733333333333334,0.9833333333333333,0.0,0.7940344144042594,0.9514921450967397
16,20.999979,baseline,baseline_evidence_retained,186.0,186.0,0.6195224120253533,0.5711091777159005,True,True,True,0.9733333333333334,0.98,0.0,0.7268491179152675,0.7310625092949045
17,21.999978,baseline,baseline_evidence_retained,186.0,186.0,0.6357165629765863,0.5998779453076807,True,True,True,0.9766666666666667,0.98,0.0,0.7292251551590648,0.7063387459058258
18,22.999976999999998,baseline,baseline_evidence_retained,187.0,188.0,0.61935166389737,0.627215951975,True,True,True,0.9766666666666667,0.9833333333333333,0.0,0.8058342582993023,0.7769556146035103
19,23.999976,baseline,baseline_evidence_retained,188.0,188.0,0.6099613896547282,0.6223933610904541,True,True,True,0.98,0.9833333333333333,0.0,0.8775484315436375,0.8759704389847222
20,24.999975,baseline,baseline_evidence_retained,188.0,188.0,0.6191756143651536,0.6206056066602178,True,True,True,0.98,0.9866666666666667,0.0,0.8654909107643031,0.8999874004196446
21,25.999973999999998,baseline,baseline_evidence_retained,188.0,187.0,0.631673839463102,0.6165352422491172,True,True,True,0.9833333333333333,0.9866666666666667,0.0,0.8093759011313424,0.8623131813467888
22,26.999972999999997,baseline,baseline_evidence_retained,187.0,188.0,0.678991894065451,0.6226845344087508,True,True,True,0.98,0.9833333333333333,0.0,0.9274399819514471,0.7981522309574873
23,27.999972,baseline,baseline_evidence_retained,187.0,188.0,0.7009259058430386,0.5948287103672626,True,True,True,0.9833333333333333,0.9833333333333333,0.0,0.9110586386756747,0.8378945527695091
24,28.999971,baseline,baseline_evidence_retained,188.0,188.0,0.7002279444813776,0.5135124031297427,True,True,True,0.98,0.98,0.0,0.9547883365145665,0.9216959861726911
25,29.999969999999998,baseline,baseline_evidence_retained,188.0,187.0,0.6851898569444042,0.6465375488669369,True,True,True,0.9733333333333334,0.99,0.0,0.987941810351681,0.9747463422363651
26,30.999969,tracked,stronger_qualified_evidence,187.0,186.0,0.5282102916426846,0.6369310974362361,True,True,True,0.96,0.9833333333333333,0.0,1.0,0.9759201714488004
27,31.999968,tracked,stronger_qualified_evidence,185.0,185.0,0.4557472457869003,0.6540719649837115,True,True,True,0.94,0.9766666666666667,0.0,0.8783005223208032,0.962432383535688
