window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,4.999995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.2633333333333333,0.27666666666666667,0.006666666666666667,0.0,0.0
1,5.999994,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.36,0.37666666666666665,0.006666666666666667,0.0,0.0
2,6.999993,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.44,0.45666666666666667,0.0033333333333333335,0.0,0.0
3,7.999992,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.5333333333333333,0.5566666666666666,0.0033333333333333335,0.0,0.0
4,8.999991,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.6333333333333333,0.6566666666666666,0.0033333333333333335,0.0,0.0
5,9.99999,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.7333333333333333,0.7566666666666667,0.0033333333333333335,0.0,0.0
6,10.999989,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.8333333333333334,0.8566666666666667,0.0033333333333333335,0.0,0.0
7,11.999988,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9,0.9333333333333333,0.0,0.0,0.0
8,12.999986999999999,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9666666666666667,0.9866666666666667,0.0,0.0,0.0
9,13.999986,tracked,baseline_unavailable,,189.0,0.32821376052502566,0.4760015181762438,False,True,True,0.9766666666666667,0.99,0.0,0.05819615769191336,0.6111702313724756
10,14.999984999999999,tracked,baseline_unavailable,,189.0,0.30839078609733667,0.598484259324159,False,True,True,0.9833333333333333,0.9866666666666667,0.0,0.06579404840300869,0.7363214872537482
11,15.999984,baseline,frequency_disagreement_fallback,92.0,189.0,0.32761326979806926,0.5859406971612428,True,True,True,0.98,0.9866666666666667,0.0,0.07272580146177392,0.8440600781880233
12,16.999983,baseline,frequency_disagreement_fallback,92.0,189.0,0.26668042648050216,0.5493056694687369,True,True,True,0.9766666666666667,0.9866666666666667,0.0,0.06345090544069852,0.9378418276054109
13,17.999982,none,no_qualified_branch,,,0.5127625503014149,0.11162613594105775,False,False,False,0.9733333333333334,0.99,0.0,0.8761347342809073,0.0009022189463697297
14,18.999981,tracked,baseline_unavailable,,187.0,0.5114348581626347,0.5297237277510983,False,True,True,0.9733333333333334,0.99,0.0,0.7758012575391092,0.9098545250324516
15,19.99998,tracked,baseline_unavailable,92.0,184.0,0.2450538413877292,0.5239411059284786,False,True,True,0.9733333333333334,0.9833333333333333,0.0,0.0771893151589317,0.9039764493942019
16,20.999979,baseline,tracking_quality_fallback,91.0,,0.30369200121189116,0.283156239832614,True,False,False,0.9733333333333334,0.98,0.0,0.06818347769976069,0.005641660074755129
17,21.999978,none,no_qualified_branch,91.0,,0.5020542578910006,0.3190437921193644,False,False,False,0.9766666666666667,0.98,0.0,0.0671897081338154,0.006577965780408202
18,22.999976999999998,tracked,baseline_unavailable,92.0,81.0,0.573260752984844,0.2991557908960728,False,True,True,0.9766666666666667,0.9833333333333333,0.0,0.06941793661275743,0.006735396239635356
19,23.999976,tracked,baseline_unavailable,93.0,82.0,0.5703907212617175,0.2138795022386303,False,True,True,0.98,0.9833333333333333,0.0,0.07297338081100513,0.0055109109858059585
20,24.999975,none,no_qualified_branch,94.0,,0.4806741125567346,0.41066750410193625,False,False,False,0.98,0.9866666666666667,0.0,0.07411283296444349,0.7932350349504494
21,25.999973999999998,none,no_qualified_branch,94.0,,0.4235168738428258,0.4862352171879311,False,False,False,0.9833333333333333,0.9866666666666667,0.0,0.07611071002414105,0.7773851429853921
22,26.999972999999997,tracked,baseline_unavailable,94.0,189.0,0.3534152435659006,0.4862527010587834,False,True,True,0.98,0.9833333333333333,0.0,0.08048417447150348,0.7759284884745421
23,27.999972,tracked,baseline_unavailable,94.0,189.0,0.28564708977524333,0.5498207373635756,False,True,True,0.9833333333333333,0.9833333333333333,0.0,0.086965067891896,0.9758892120430579
24,28.999971,tracked,baseline_unavailable,94.0,189.0,0.29727557752003,0.5630782582868054,False,True,True,0.98,0.98,0.0,0.09198449040591929,0.9788119598653215
25,29.999969999999998,tracked,baseline_unavailable,94.0,188.0,0.3465588850413689,0.5391570282530445,False,True,True,0.9733333333333334,0.99,0.0,0.09561753967840239,0.9911888839843428
26,30.999969,baseline,frequency_disagreement_fallback,93.0,187.0,0.34336629728809026,0.5297141521640731,True,True,True,0.96,0.9833333333333333,0.0,0.08889264003840075,0.9846402848932585
27,31.999968,tracked,baseline_unavailable,90.0,185.0,0.4069918676497681,0.5488660728372425,False,True,True,0.94,0.9766666666666667,0.0,0.09672125976400305,0.9905043999338681
