time_s,forehead,left_cheek,right_cheek
0.0,,,
0.0333333333333333,,,
0.0666666666666666,,,
0.1,,,
0.1333333333333333,,,
0.1666666666666666,,,
0.2,,,
0.2333333333333333,,,
0.2666666666666666,,,
0.3,,,
0.3333333333333333,,,
0.3666666666666666,,,
0.4,,,
0.4333333333333333,,,
0.4666666666666667,,,
0.5,,,
0.5333333333333333,,,
0.5666666666666667,,,
0.6,,,
0.6333333333333333,,,
0.6666666666666666,,,
0.7,,,
0.7333333333333333,,,
0.7666666666666667,,,
0.8,,,
0.8333333333333334,,,
0.8666666666666667,,,
0.9,,,
0.9333333333333332,,,
0.9666666666666668,,,
1.0,,,
1.0333333333333334,,,
1.0666666666666669,,,
1.1,,,
1.1333333333333333,,,
1.1666666666666667,,,
1.2,,,
1.2333333333333334,,,
1.2666666666666666,,,
1.3,,,
1.3333333333333333,,,
1.3666666666666667,,,
1.4,,,
1.4333333333333331,,,
1.4666666666666666,,,
1.5,,,
1.5333333333333334,,,
1.5666666666666669,,,
1.6,0.705518262545477,0.6704981818229517,0.7802649616190986
1.6333333333333333,0.5129870758853687,0.4717504509534029,0.6077187535415989
1.6666666666666667,0.2887801178862287,0.2437436676557879,0.39765685870894746
1.7,0.046812820981440205,0.0007695957787299237,0.16305128559534537
1.7333333333333334,-0.19789379263292747,-0.2419457413344817,-0.08158571307393757
1.7666666666666666,-0.43014023671233526,-0.4691903680776065,-0.321091109261234
1.8,-0.6354901102049904,-0.6667169539513731,-0.5405868579114091
1.8333333333333333,-0.8011672824746248,-0.8221357521407143,-0.7264037907967446
1.8666666666666667,-0.9168523396400862,-0.9256932035338751,-0.8669355880786528
1.9,-0.9753280191752154,-0.9708865637633832,-0.9533686704708482
1.9333333333333331,-0.9729327377801312,-0.9548752252376762,-0.9802413142269036
1.9666666666666663,-0.9097933307666546,-0.8786622911782677,-0.9457958129833655
2.0,-0.7898219653596958,-0.7470345418727644,-0.852100399712082
2.033333333333333,-0.6204769640196411,-0.5682642524988907,-0.7049320630651469
2.066666666666667,-0.4123020420892032,-0.3535913928628791,-0.5134264278708716
2.1,-0.1782723139093204,-0.11651861566275272,-0.2895155762278549
2.1333333333333333,0.06701248970407518,0.12803673685507239,-0.04718814670358566
2.1666666666666665,0.30823755353753324,0.36468033447132975,0.19838257678476007
2.2,0.5303287013342929,0.5785092898787261,0.4317883074735319
2.2333333333333334,0.7193947166958885,0.7560503313105352,0.638353645896627
2.2666666666666666,0.8635973204911833,0.8861085543208695,0.805061247493296
2.3,0.9538941902154552,0.9604731504835021,0.9213756584797849
2.333333333333333,0.9846081683877834,0.974435473662059,0.9799133071955212
2.3666666666666667,0.9537865486227931,0.9270866177758221,0.9769156178729835
2.4,0.8633273996855045,0.8213756031787912,0.9124945018185887
2.433333333333333,0.7188644817501146,0.6639244185005426,0.7906338125623094
2.466666666666667,0.5294175082368617,0.4646115717368786,0.6189458194357733
2.5,0.30682934338968915,0.23595047762260565,0.40819736696466413
2.533333333333333,0.06502524586142894,-0.007697997813536776,0.17163513531625282
2.566666666666667,-0.18085940451325855,-0.2510290365419044,-0.07584766135529751
2.6,-0.4154280643409605,-0.4787563212068481,-0.3186505535380235
2.6333333333333333,-0.6239889220139282,-0.6765727063826097,-0.5414515868989225
2.6666666666666665,-0.7934768728428127,-0.832048597299291,-0.7301770047812791
2.7,-0.9132734804979072,-0.9354115851719624,-0.872893180130355
2.7333333333333334,-0.9758732904928565,-0.9801585061324671,-0.9605640080554237
2.7666666666666666,-0.9773545942607472,-0.9634617614058535,-0.9876254856985928
2.8,-0.9176251173364862,-0.8863447651941785,-0.952340812299959
2.833333333333333,-0.8004273242640264,-0.7536159371091667,-0.8569132899824414
2.8666666666666667,-0.6331031855347131,-0.5735658048550696,-0.7073496977203374
2.9,-0.4261333751753774,-0.35744658005528945,-0.5130826617152956
2.933333333333333,-0.19248000822265918,-0.11876709766331808,-0.28637584504888125
2.966666666666667,0.05322569856017399,0.1275525630049333,-0.04154955787061267
3.0,0.29559981192294343,0.3661138238475819,0.2059242232789687
3.033333333333333,0.5194686529489106,0.5820014464888773,0.44040015819067513
3.066666666666667,0.7108180692844976,0.7617144933194859,0.6470492448889249
3.1,0.8576696695461096,0.8940084610975243,0.8127972609983048
3.1333333333333333,0.950829324176987,0.9705962412356304,0.9271525109660346
3.1666666666666665,0.9844612813336915,0.9866643979759756,0.9828704324424997
3.2,0.9564521849075581,0.9411727784634916,0.9764129248027417
3.2333333333333334,0.8685424301287332,0.8369189653381067,0.9081732475080215
3.2666666666666666,0.7262168297577404,0.6803637181812282,0.7824521774408506
3.3,0.5383615839408035,0.48122841750406314,0.6071868737711328
3.333333333333333,0.3167091124775938,0.2518896992651132,0.39344957579708356
3.3666666666666667,0.07510551086777369,0.006609065127185211,0.1547478549107919
3.4,-0.1713535919148851,-0.23935451304044303,-0.09382927566092235
3.433333333333333,-0.407264850217274,-0.4706937451126976,-0.33656532451420135
3.466666666666667,-0.6178779972020316,-0.6730049020084571,-0.5581099653577443
3.5,-0.7900158134416403,-0.8336832937058005,-0.7444494819564327
3.533333333333333,-0.9128960730998843,-0.9427067939832381,-0.883792645423285
3.566666666666667,-0.9788044260796114,-0.9932588770794543,-0.9673160511451752
3.6,-0.9835764762801836,-0.9821526394162443,-0.9897218737904029
3.633333333333333,-0.9268591774991861,-0.9100296455738681,-0.9495728880142388
3.6666666666666665,-0.8121353481970051,-0.7813213885160399,-0.8493836891550236
3.7,-0.6465097576460732,-0.6039758255425696,-0.6954624382010117
3.733333333333333,-0.4402699597022768,-0.3889659426566477,-0.4975131782013933
