time_s,base,observed,interpolated,covered
0.0,,False,False,False
0.0333333333333333,,False,False,False
0.0666666666666666,,False,False,False
0.1,,False,False,False
0.1333333333333333,,False,False,False
0.1666666666666666,,False,False,False
0.2,,False,False,False
0.2333333333333333,,False,False,False
0.2666666666666666,,False,False,False
0.3,,False,False,False
0.3333333333333333,,False,False,False
0.3666666666666666,,False,False,False
0.4,,False,False,False
0.4333333333333333,,False,False,False
0.4666666666666667,,False,False,False
0.5,,False,False,False
0.5333333333333333,,False,False,False
0.5666666666666667,,False,False,False
0.6,,False,False,False
0.6333333333333333,,False,False,False
0.6666666666666666,,False,False,False
0.7,,False,False,False
0.7333333333333333,,False,False,False
0.7666666666666667,,False,False,False
0.8,,False,False,False
0.8333333333333334,,False,False,False
0.8666666666666667,,False,False,False
0.9,,False,False,False
0.9333333333333332,,False,False,False
0.9666666666666668,,False,False,False
1.0,,False,False,False
1.0333333333333334,,False,False,False
1.0666666666666669,,False,False,False
1.1,,False,False,False
1.1333333333333333,,False,False,False
1.1666666666666667,,False,False,False
1.2,,False,False,False
1.2333333333333334,,False,False,False
1.2666666666666666,,False,False,False
1.3,,False,False,False
1.3333333333333333,,False,False,False
1.3666666666666667,,False,False,False
1.4,,False,False,False
1.4333333333333331,,False,False,False
1.4666666666666666,,False,False,False
1.5,,False,False,False
1.5333333333333334,,False,False,False
1.5666666666666669,,False,False,False
1.6,0.705518262545477,True,False,True
1.6333333333333333,0.5129870758853687,True,False,True
1.6666666666666667,0.2887801178862287,True,False,True
1.7,0.046812820981440205,True,False,True
1.7333333333333334,-0.19789379263292747,True,False,True
1.7666666666666666,-0.43014023671233526,True,False,True
1.8,-0.6354901102049904,True,False,True
1.8333333333333333,-0.8011672824746248,True,False,True
1.8666666666666667,-0.9168523396400862,True,False,True
1.9,-0.9753280191752154,True,False,True
1.9333333333333331,-0.9729327377801312,True,False,True
1.9666666666666663,-0.9097933307666546,True,False,True
2.0,-0.7898219653596958,True,False,True
2.033333333333333,-0.6204769640196411,True,False,True
2.066666666666667,-0.4123020420892032,True,False,True
2.1,-0.1782723139093204,True,False,True
2.1333333333333333,0.06701248970407518,True,False,True
2.1666666666666665,0.30823755353753324,True,False,True
2.2,0.5303287013342929,True,False,True
2.2333333333333334,0.7193947166958885,True,False,True
2.2666666666666666,0.8635973204911833,True,False,True
2.3,0.9538941902154552,True,False,True
2.333333333333333,0.9846081683877834,True,False,True
2.3666666666666667,0.9537865486227931,True,False,True
2.4,0.8633273996855045,True,False,True
2.433333333333333,0.7188644817501146,True,False,True
2.466666666666667,0.5294175082368617,True,False,True
2.5,0.30682934338968915,True,False,True
2.533333333333333,0.06502524586142894,True,False,True
2.566666666666667,-0.18085940451325855,True,False,True
2.6,-0.4154280643409605,True,False,True
2.6333333333333333,-0.6239889220139282,True,False,True
2.6666666666666665,-0.7934768728428127,True,False,True
2.7,-0.9132734804979072,True,False,True
2.7333333333333334,-0.9758732904928565,True,False,True
2.7666666666666666,-0.9773545942607472,True,False,True
2.8,-0.9176251173364862,True,False,True
2.833333333333333,-0.8004273242640264,True,False,True
2.8666666666666667,-0.6331031855347131,True,False,True
2.9,-0.4261333751753774,True,False,True
2.933333333333333,-0.19248000822265918,True,False,True
2.966666666666667,0.05322569856017399,True,False,True
3.0,0.29559981192294343,True,False,True
