window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,4.999995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9966666666666667,0.9966666666666667,0.0033333333333333335,0.0,0.0
1,5.999994,none,no_qualified_branch,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.0
2,6.999993,baseline,tracking_quality_fallback,162.0,68.0,0.30854740938616143,0.2438766963192016,True,False,False,1.0,1.0,0.0,0.46476454632310926,0.2764684786318472
3,7.999992,none,no_qualified_branch,,68.0,0.15642214739049087,0.2899722954118308,False,False,False,1.0,1.0,0.0,0.4087106167309138,0.35348942570815983
4,8.999991,none,no_qualified_branch,,,0.3393553963507684,0.2552295067601443,False,False,False,1.0,1.0,0.0,0.3487612242985223,0.2442078968218713
5,9.99999,none,no_qualified_branch,75.0,,0.22255261504062349,0.1822035664383204,False,False,False,1.0,1.0,0.0,0.8200002617693284,0.39090039319250436
6,10.999989,none,no_qualified_branch,,101.0,0.0,0.31120502871315303,False,False,False,1.0,1.0,0.0,0.0,0.3618445018937562
7,11.999988,none,no_qualified_branch,,,0.0,0.20094268728480913,False,False,False,1.0,1.0,0.0,0.0,0.10221001867479794
8,12.999986999999999,none,no_qualified_branch,75.0,,0.24787054251081858,0.24886727820336763,False,False,False,1.0,1.0,0.0,0.1607366571843703,0.8778969052732495
9,13.999986,none,no_qualified_branch,78.0,,0.3095973923182563,0.0,False,False,False,1.0,1.0,0.0,0.1314906102906839,0.0
10,14.999984999999999,baseline,tracking_quality_fallback,75.0,77.0,0.2535309223106016,0.260555674896166,True,False,False,1.0,1.0,0.0,0.26772876366125836,0.24539082572107704
11,15.999984,baseline,tracking_quality_fallback,77.0,74.0,0.3922700143256843,0.24881582755124265,True,False,False,1.0,1.0,0.0,0.40314454344923095,0.40008409797458394
12,16.999983,baseline,frequency_disagreement_fallback,80.0,66.0,0.3376808464200399,0.29080751668505284,True,True,True,1.0,1.0,0.0,0.49799205817385306,0.3869307044649062
