window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,4.999995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.64,0.64,0.0033333333333333335,0.0,0.0
1,5.999994,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.7266666666666667,0.7366666666666667,0.0,0.0,0.0
2,6.999993,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.7233333333333334,0.7333333333333333,0.0,0.0,0.0
3,7.999992,baseline,tracking_quality_fallback,92.0,68.0,0.4131238587730162,0.3063475660389443,True,False,False,0.7266666666666667,0.73,0.0,0.07711248193522958,0.0008854847313563328
4,8.999991,baseline,tracking_quality_fallback,92.0,,0.3146719861229073,0.4649580330481515,True,False,False,0.7366666666666667,0.7433333333333333,0.0,0.08178630251899147,0.9517262513111775
5,9.99999,baseline,tracking_quality_fallback,92.0,,0.33041224687774123,0.46946382605890324,True,False,False,0.7866666666666666,0.79,0.0,0.08600909167573484,0.9867384129261288
6,10.999989,baseline,frequency_disagreement_fallback,92.0,182.0,0.422216735700073,0.4071170835732309,True,True,True,0.8366666666666667,0.8666666666666667,0.0,0.09823454760963028,0.986887108325813
7,11.999988,baseline,tracking_quality_fallback,93.0,,0.4189520193146142,0.21026553668494252,True,False,False,0.88,0.9166666666666666,0.0,0.09682413528967292,0.09387811335133449
8,12.999986999999999,baseline,tracking_quality_fallback,94.0,,0.5571245060490618,0.2947476721614126,True,False,False,0.88,0.91,0.0,0.09125561498874454,0.08845418960588837
9,13.999986,baseline,baseline_evidence_retained,95.0,94.0,0.5179072318427336,0.4262624780456115,True,True,True,0.8766666666666667,0.9066666666666666,0.0,0.07537546438956243,0.08479360269786285
10,14.999984999999999,baseline,baseline_evidence_retained,94.0,96.0,0.5734485801581801,0.4365085746313686,True,True,True,0.85,0.8833333333333333,0.0,0.0776657941494066,0.07621991123194204
11,15.999984,baseline,tracking_quality_fallback,94.0,,0.5005087219677651,0.21786240125318496,True,False,False,0.8,0.8466666666666667,0.0,0.07888571061013792,0.07938999390654831
12,16.999983,baseline,tracking_quality_fallback,93.0,,0.6069664851808335,0.26658529314978296,True,False,False,0.79,0.8533333333333334,0.0,0.09104643816793016,0.0038182077219098614
13,17.999982,baseline,frequency_disagreement_fallback,93.0,49.0,0.6492919405051297,0.34616592439561716,True,True,True,0.78,0.8533333333333334,0.0,0.08833953515369829,0.004980944211583318
14,18.999981,baseline,tracking_quality_fallback,92.0,46.0,0.5201955217717668,0.3320614516015878,True,False,False,0.7666666666666667,0.8433333333333334,0.0,0.07273138569647343,0.0055578087599165524
15,19.99998,baseline,tracking_quality_fallback,90.0,,0.5690295683449658,0.18160719248059276,True,False,False,0.74,0.8166666666666667,0.0,0.061547464304474116,0.003273433163744323
16,20.999979,baseline,tracking_quality_fallback,91.0,,0.5071693836835298,0.2245287595229258,True,False,False,0.7233333333333334,0.8033333333333333,0.0,0.06617390666558855,0.00011258450552206603
17,21.999978,baseline,tracking_quality_fallback,92.0,,0.44690881763349016,0.2518164129567173,True,False,False,0.7233333333333334,0.8066666666666666,0.0,0.06007081864822424,0.0001519941015503832
18,22.999976999999998,baseline,frequency_disagreement_fallback,92.0,69.0,0.46996772513745766,0.43648804650433076,True,True,True,0.7166666666666667,0.8,0.0,0.05381908660640228,0.00036002869339007943
19,23.999976,baseline,frequency_disagreement_fallback,92.0,68.0,0.32753106761417317,0.5222431079196596,True,True,True,0.7166666666666667,0.8066666666666666,0.0,0.07404070351940895,0.002922371304529753
20,24.999975,baseline,tracking_quality_fallback,93.0,66.0,0.4103360222549571,0.6635124688381803,True,False,False,0.7133333333333334,0.81,0.0033333333333333335,0.06746002420427057,0.00423696668603149
21,25.999973999999998,baseline,tracking_quality_fallback,94.0,66.0,0.4132686117488439,0.6616625075080308,True,False,False,0.7366666666666667,0.8233333333333334,0.0033333333333333335,0.057814943135809635,0.00549395619636264
22,26.999972999999997,baseline,frequency_disagreement_fallback,94.0,67.0,0.35530035170524965,0.39493188002229346,True,True,True,0.7366666666666667,0.81,0.01,0.0,0.0
23,27.999972,baseline,tracking_quality_fallback,94.0,,0.38549033436894553,0.14696499732881743,True,False,False,0.7266666666666667,0.7866666666666666,0.01,0.0,0.0
24,28.999971,baseline,tracking_quality_fallback,93.0,,0.29484325089593727,0.2549136367597455,True,False,False,0.7366666666666667,0.7933333333333333,0.013333333333333334,0.0,0.0
25,29.999969999999998,baseline,tracking_quality_fallback,93.0,,0.30115903892020807,0.1861468353137261,True,False,False,0.7666666666666667,0.82,0.013333333333333334,0.0,0.0
26,30.999969,baseline,frequency_disagreement_fallback,94.0,62.0,0.439701006056961,0.29480663397387863,True,True,True,0.76,0.8233333333333334,0.016666666666666666,0.0,0.0
27,31.999968,baseline,frequency_disagreement_fallback,94.0,60.0,0.49670837401482926,0.28410599381778817,True,True,True,0.7533333333333333,0.82,0.016666666666666666,0.0,0.0
28,32.999967,baseline,frequency_disagreement_fallback,95.0,61.0,0.494095074703246,0.2963703266502428,True,True,True,0.77,0.8366666666666667,0.016666666666666666,0.0,0.0
29,33.999966,baseline,frequency_disagreement_fallback,95.0,62.0,0.49140239138673375,0.350983176636363,True,True,True,0.76,0.8233333333333334,0.02,0.0,0.0
