window_index,time_s,window_start_s,window_end_s,accepted,ridge_bpm,raw_estimate_bpm,status,hr_source,aggregation_mode,eligible_patches,eligible_regions,contributing_patches,contributing_regions,waveform_generated,selected_channels_json,region_medians_json,estimate_near_contributor_peak,region_median_spread_bpm,selected_cluster_score
0,4.999995,0.0,9.99999,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
1,5.999994,0.999999,10.999989,False,,,insufficient_regions,spatial_aggregation_of_saved_patch_BVP,psd_cluster,0,0,0,0,False,[],{},False,,
2,6.999993,1.999998,11.999988,False,,,no_multiregion_psd_cluster,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,0,0,False,[],{},False,,
3,7.999992,2.999997,12.999986999999999,False,,,no_multiregion_psd_cluster,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,0,0,False,[],{},False,,
4,8.999991,3.999996,13.999986,False,,,no_multiregion_psd_cluster,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,0,0,False,[],{},False,,
5,9.99999,4.999995,14.999984999999999,False,,,no_multiregion_psd_cluster,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,0,0,False,[],{},False,,
6,10.999989,5.999994,15.999984,True,78.5,78.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""left_cheek"": 78.0, ""right_cheek"": 79.0}",True,1.0,0.10597710254738385
7,11.999988,6.999993,16.999983,True,77.0,77.0,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""tracked/forehead/pos"", ""baseline/right_cheek/pos""]","{""forehead"": 76.0, ""right_cheek"": 78.0}",True,2.0,0.1071040094424661
8,12.999986999999999,7.999992,17.999982,True,76.5,76.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""left_cheek"": 77.0, ""right_cheek"": 76.0}",True,1.0,0.09232902104780326
9,13.999986,8.999991,18.999981,False,,,no_multiregion_psd_cluster,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,0,0,False,[],{},False,,
10,14.999984999999999,9.99999,19.99998,True,75.5,75.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""left_cheek"": 76.0, ""right_cheek"": 75.0}",True,1.0,0.1026717707208259
11,15.999984,10.999989,20.999979,True,75.5,75.5,accepted,spatial_aggregation_of_saved_patch_BVP,psd_cluster,3,3,2,2,True,"[""baseline/left_cheek/chrom"", ""baseline/right_cheek/pos""]","{""left_cheek"": 77.0, ""right_cheek"": 74.0}",True,3.0,0.09113820467024332
