time_s,raw_network,crop_observed,bbox_interpolated,crop_valid
0.0,-0.47229552268981934,True,False,True
0.0341715547367139,-0.47229552268981934,True,False,True
0.0683431094734279,-0.4524369239807129,True,False,True
0.1025146642101419,-0.4524369239807129,True,False,True
0.1366862189468559,-0.1267702728509903,True,False,True
0.1708577736835698,-0.1267702728509903,True,False,True
0.2050293284202838,0.9806928038597107,True,False,True
0.2392008831569978,0.9806928038597107,True,False,True
0.2733724378937118,1.7833971977233887,True,False,True
0.3075439926304258,1.7833971977233887,True,False,True
0.3417155473671397,0.6684255599975586,True,False,True
0.3758871021038537,0.6684255599975586,True,False,True
0.4100586568405677,0.16791896522045135,True,False,True
0.4442302115772817,0.16791896522045135,True,False,True
0.4784017663139956,-0.29387474060058594,True,False,True
0.5125733210507096,-0.29387474060058594,True,False,True
0.5467448757874237,-0.8115033507347107,True,False,True
0.5809164305241377,-0.8115033507347107,True,False,True
0.6150879852608516,-1.1603221893310547,True,False,True
0.6492595399975656,-1.1603221893310547,True,False,True
0.6834310947342795,-0.8176727294921875,True,False,True
0.7176026494709935,-0.8176727294921875,True,False,True
0.7517742042077075,0.06772857904434204,True,False,True
0.7859457589444215,0.06772857904434204,True,False,True
0.8201173136811355,1.669751524925232,True,False,True
0.8542888684178495,1.669751524925232,True,False,True
0.8884604231545634,1.2218012809753418,True,False,True
0.9226319778912774,1.2218012809753418,True,False,True
0.9568035326279912,0.8660721778869629,True,False,True
0.9909750873647054,0.8660721778869629,True,False,True
1.0251466421014193,0.4936845600605011,True,False,True
1.059318196838133,0.4936845600605011,True,False,True
1.0934897515748474,-0.04200049489736557,True,False,True
1.1276613063115613,-0.04200049489736557,True,False,True
1.161832861048275,-1.1077907085418701,True,False,True
1.1960044157849892,-1.1077907085418701,True,False,True
1.2301759705217032,-1.343326210975647,True,False,True
1.264347525258417,-1.343326210975647,True,False,True
1.2985190799951312,-1.1371806859970093,True,False,True
1.3326906347318452,-1.1371806859970093,True,False,True
1.366862189468559,-0.580028235912323,True,False,True
1.4010337442052732,-0.580028235912323,True,False,True
1.435205298941987,1.923653483390808,True,False,True
1.469376853678701,1.923653483390808,True,False,True
1.503548408415415,2.157829999923706,True,False,True
1.537719963152129,2.157829999923706,True,False,True
1.571891517888843,1.2485244274139404,True,False,True
1.606063072625557,1.2485244274139404,True,False,True
1.640234627362271,0.6390944719314575,True,False,True
1.6744061820989848,0.6390944719314575,True,False,True
1.708577736835699,-0.08977458626031876,True,False,True
1.7427492915724128,-0.08977458626031876,True,False,True
1.7769208463091268,-0.609275221824646,True,False,True
1.811092401045841,-0.609275221824646,True,False,True
1.8452639557825548,-1.033708095550537,True,False,True
1.8794355105192688,-1.033708095550537,True,False,True
1.913607065255983,-1.24983549118042,True,False,True
1.9477786199926967,-1.24983549118042,True,False,True
1.9819501747294108,-0.9539816975593567,True,False,True
2.016121729466125,-0.9539816975593567,True,False,True
2.0502932842028385,0.6916640400886536,True,False,True
2.0844648389395526,0.6916640400886536,True,False,True
2.1186363936762667,2.0600996017456055,True,False,True
2.1528079484129807,2.0600996017456055,True,False,True
2.186979503149695,0.9393632411956787,True,False,True
2.2211510578864084,0.9393632411956787,True,False,True
2.2553226126231225,0.4878067672252655,True,False,True
2.289494167359837,0.4878067672252655,True,False,True
2.32366572209655,-0.13937798142433167,True,False,True
2.3578372768332643,-0.13937798142433167,True,False,True
2.3920088315699783,-0.705505907535553,True,False,True
