time_s,crop_valid,crop_observed,bbox_interpolated
0.0,True,True,False
0.0333332999999999,True,True,False
0.0666665999999999,True,True,False
0.0999998999999999,True,True,False
0.1333331999999999,True,True,False
0.1666665,True,True,False
0.1999997999999999,True,True,False
0.2333331,True,True,False
0.2666663999999999,True,True,False
0.2999997,True,True,False
0.333333,True,True,False
0.3666663,True,True,False
0.3999995999999999,True,True,False
0.4333328999999999,True,True,False
0.4666662,True,True,False
0.4999995,True,True,False
0.5333327999999999,True,True,False
0.5666661,True,True,False
0.5999994,True,True,False
0.6333327,True,True,False
0.666666,True,True,False
0.6999993,True,True,False
0.7333326,True,True,False
0.7666659,True,True,False
0.7999991999999999,True,True,False
0.8333324999999999,True,True,False
0.8666657999999999,True,True,False
0.8999990999999999,True,True,False
0.9333324,True,True,False
0.9666657,True,True,False
0.999999,True,True,False
1.0333323,True,True,False
1.0666656,True,True,False
1.0999989,True,True,False
1.1333322,True,True,False
1.1666655,True,True,False
1.1999988,True,True,False
1.2333321,True,True,False
1.2666654,True,True,False
1.2999987,True,True,False
1.333332,True,True,False
1.3666653,True,True,False
1.3999986,True,True,False
1.4333319,True,True,False
1.4666652,True,True,False
1.4999985,True,True,False
1.5333318,True,True,False
1.5666650999999998,True,True,False
1.5999983999999998,True,True,False
1.6333316999999998,True,True,False
1.6666649999999998,True,True,False
1.6999983,True,True,False
1.7333316,True,True,False
1.7666649,True,True,False
1.7999982,True,True,False
1.8333315,True,True,False
1.8666648,True,True,False
1.8999981,True,True,False
1.9333314,True,True,False
1.9666647,True,True,False
1.999998,True,True,False
2.0333313,True,True,False
2.0666646,True,True,False
2.0999979,True,True,False
2.1333312,True,True,False
2.1666645,True,True,False
2.1999978,True,True,False
2.2333311,True,True,False
2.2666644,True,True,False
2.2999977,True,True,False
2.333331,True,True,False
2.3666643,True,True,False
2.3999976,True,True,False
2.4333309,True,True,False
2.4666642,True,True,False
2.4999975,True,True,False
2.5333308,True,True,False
2.5666641,True,True,False
2.5999974,True,True,False
2.6333307,True,True,False
2.666664,True,True,False
2.6999973,True,True,False
2.7333306,True,True,False
2.7666639,True,True,False
2.7999972,True,True,False
2.8333305,True,True,False
2.8666638,True,True,False
2.8999971,True,True,False
2.9333304,True,True,False
2.9666637,True,True,False
2.999997,True,True,False
3.0333303,True,True,False
3.0666636,True,True,False
3.0999969,True,True,False
3.1333302,True,True,False
3.1666635,True,True,False
3.1999968,True,True,False
3.2333301,True,True,False
3.2666634,True,True,False
3.2999967,True,True,False
3.33333,True,True,False
3.3666633,True,True,False
3.3999966,True,True,False
3.4333299,True,True,False
3.4666632,True,True,False
3.4999965,True,True,False
3.5333298,True,True,False
3.5666631,True,True,False
3.5999964,True,True,False
3.6333297,True,True,False
3.666663,True,True,False
3.6999963,True,True,False
3.7333296,True,True,False
3.7666629,True,True,False
3.7999962,True,True,False
3.8333295,True,True,False
3.8666628,True,True,False
3.8999961,True,True,False
3.9333294,True,True,False
3.9666627,True,True,False
3.999996,True,True,False
4.0333293,True,True,False
4.0666626,True,True,False
4.0999959,True,True,False
4.1333292,True,True,False
4.1666625,True,True,False
4.1999958,True,True,False
4.2333291,True,True,False
4.2666624,True,True,False
4.2999957,True,True,False
4.333329,True,True,False
4.3666623,True,True,False
4.3999956,True,True,False
4.433328899999999,True,True,False
4.4666622,True,True,False
4.4999955,True,True,False
4.5333288,True,True,False
4.566662099999999,True,True,False
4.5999954,True,True,False
4.6333287,True,True,False
4.666662,True,True,False
4.699995299999999,True,True,False
4.7333286,True,True,False
4.7666619,True,True,False
4.7999952,True,True,False
4.8333285,True,True,False
4.8666618,True,True,False
4.8999951,True,True,False
4.9333284,True,True,False
4.9666617,True,True,False
4.999995,True,True,False
5.0333283,True,True,False
5.0666616,True,True,False
5.0999949,True,True,False
5.133328199999999,True,True,False
5.1666615,True,True,False
5.1999948,True,True,False
5.2333281,True,True,False
5.266661399999999,True,True,False
5.2999947,True,True,False
5.333328,True,True,False
5.3666613,True,True,False
5.399994599999999,True,True,False
5.4333279,True,True,False
5.4666612,True,True,False
5.4999945,True,True,False
5.5333278,True,True,False
5.5666611,True,True,False
5.5999944,True,True,False
5.6333277,True,True,False
5.666661,True,True,False
5.699994299999999,True,True,False
5.7333276,True,True,False
5.7666609,True,True,False
5.7999942,True,True,False
5.833327499999999,True,True,False
5.8666608,True,True,False
5.8999941,True,True,False
5.9333274,True,True,False
5.966660699999999,True,True,False
5.999994,True,True,False
6.0333273,True,True,False
6.0666606,True,True,False
6.099993899999999,True,True,False
6.1333272,True,True,False
6.1666605,True,True,False
6.1999938,True,True,False
6.2333271,True,True,False
6.266660399999999,True,True,False
6.2999937,True,True,False
6.333327,True,True,False
6.3666603,True,True,False
6.399993599999999,True,True,False
6.4333269,True,True,False
6.4666602,True,True,False
6.4999935,True,True,False
6.533326799999999,True,True,False
6.5666601,True,True,False
6.5999934,True,True,False
6.6333267,True,True,False
6.666659999999999,True,True,False
6.6999933,True,True,False
6.7333266,True,True,False
6.7666599,True,True,False
6.799993199999999,True,True,False
6.8333265,True,True,False
6.8666598,True,True,False
6.8999931,True,True,False
6.9333264,True,True,False
6.966659699999999,True,True,False
6.999993,True,True,False
7.0333263,True,True,False
7.0666596,True,True,False
7.099992899999999,True,True,False
7.1333262,True,True,False
7.1666595,True,True,False
7.1999928,True,True,False
7.233326099999999,True,True,False
7.2666594,True,True,False
7.2999927,True,True,False
7.333326,True,True,False
7.366659299999999,True,True,False
7.3999926,True,True,False
7.4333259,True,True,False
7.4666592,True,True,False
7.499992499999999,True,True,False
7.533325799999999,True,True,False
7.5666591,True,True,False
7.5999924,True,True,False
7.633325699999999,True,True,False
7.666658999999999,True,True,False
7.6999923,True,True,False
7.7333256,True,True,False
7.766658899999999,True,True,False
7.799992199999999,True,True,False
7.8333255,True,True,False
7.8666588,True,True,False
7.899992099999999,True,True,False
7.933325399999999,True,True,False
7.9666587,True,True,False
7.999992,True,True,False
8.0333253,True,True,False
8.0666586,True,True,False
8.0999919,True,True,False
8.1333252,True,True,False
