window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,4.999995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9966666666666667,0.9966666666666667,0.0033333333333333335,0.0,0.0
1,5.999994,none,no_qualified_branch,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.0
2,6.999993,baseline,tracking_quality_fallback,162.0,68.0,0.308547409386169,0.24387669631919712,True,False,False,1.0,1.0,0.0,0.46476454632312425,0.2764684786318707
3,7.999992,none,no_qualified_branch,,68.0,0.15642214739047688,0.28997229541182856,False,False,False,1.0,1.0,0.0,0.40871061673089704,0.35348942570818037
4,8.999991,none,no_qualified_branch,,,0.33935539635076395,0.2552295067601464,False,False,False,1.0,1.0,0.0,0.3487612242984946,0.24420789682187927
5,9.99999,none,no_qualified_branch,75.0,,0.2225526150406204,0.182203566438327,False,False,False,1.0,1.0,0.0,0.8200002617693319,0.39090039319250314
6,10.999989,none,no_qualified_branch,,101.0,0.0,0.311205028713155,False,False,False,1.0,1.0,0.0,0.0,0.36184450189377715
7,11.999988,none,no_qualified_branch,,,0.0,0.20094268728480758,False,False,False,1.0,1.0,0.0,0.0,0.10221001867482189
8,12.999986999999999,none,no_qualified_branch,75.0,,0.24787054251081886,0.2488672782033649,False,False,False,1.0,1.0,0.0,0.16073665718433328,0.8778969052732578
9,13.999986,none,no_qualified_branch,78.0,,0.3095973923182603,0.0,False,False,False,1.0,1.0,0.0,0.13149061029066716,0.0
10,14.999984999999999,baseline,tracking_quality_fallback,75.0,77.0,0.2535309223106063,0.26055567489616777,True,False,False,1.0,1.0,0.0,0.26772876366121756,0.24539082572104745
11,15.999984,baseline,tracking_quality_fallback,77.0,74.0,0.39227001432569253,0.24881582755124812,True,False,False,1.0,1.0,0.0,0.4031445434491726,0.40008409797452477
12,16.999983,baseline,frequency_disagreement_fallback,80.0,66.0,0.3376808464200482,0.2908075166850577,True,True,True,1.0,1.0,0.0,0.49799205817381115,0.38693070446484434
