time_s,forehead_pos,forehead_chrom,forehead_observed,forehead_interpolated,left_cheek_pos,left_cheek_chrom,left_cheek_observed,left_cheek_interpolated,right_cheek_pos,right_cheek_chrom,right_cheek_observed,right_cheek_interpolated
0.0,,,True,False,,,True,False,,,True,False
0.0333332999999999,,,True,False,,,True,False,,,True,False
0.0666665999999999,,,True,False,,,True,False,,,True,False
0.0999998999999999,,,True,False,,,True,False,,,True,False
0.1333331999999999,,,True,False,,,True,False,,,True,False
0.1666665,,,True,False,,,True,False,,,True,False
0.1999997999999999,,,True,False,,,True,False,,,True,False
0.2333331,,,True,False,,,True,False,,,True,False
0.2666663999999999,,,True,False,,,True,False,,,True,False
0.2999997,,,True,False,,,True,False,,,True,False
0.333333,,,True,False,,,True,False,,,True,False
0.3666663,,,True,False,,,True,False,,,True,False
0.3999995999999999,,,True,False,,,True,False,,,True,False
0.4333328999999999,,,True,False,,,True,False,,,True,False
0.4666662,,,True,False,,,True,False,,,True,False
0.4999995,,,True,False,,,True,False,,,True,False
0.5333327999999999,,,True,False,,,True,False,,,True,False
0.5666661,,,True,False,,,True,False,,,True,False
0.5999994,,,True,False,,,True,False,,,True,False
0.6333327,,,True,False,,,True,False,,,True,False
0.666666,,,True,False,,,True,False,,,True,False
0.6999993,,,True,False,,,True,False,,,True,False
0.7333326,,,True,False,,,True,False,,,True,False
0.7666659,,,True,False,,,True,False,,,True,False
0.7999991999999999,,,True,False,,,True,False,,,True,False
0.8333324999999999,,,True,False,,,True,False,,,True,False
0.8666657999999999,,,True,False,,,True,False,,,True,False
0.8999990999999999,,,True,False,,,True,False,,,True,False
0.9333324,,,True,False,,,True,False,,,True,False
0.9666657,,,True,False,,,True,False,,,True,False
0.999999,,,True,False,,,True,False,,,True,False
1.0333323,,,True,False,,,True,False,,,True,False
1.0666656,,,True,False,,,True,False,,,True,False
1.0999989,,,True,False,,,True,False,,,True,False
1.1333322,,,True,False,,,True,False,,,True,False
1.1666655,,,True,False,,,True,False,,,True,False
1.1999988,,,True,False,,,True,False,,,True,False
1.2333321,,,True,False,,,True,False,,,True,False
1.2666654,,,True,False,,,True,False,,,True,False
1.2999987,,,True,False,,,True,False,,,True,False
1.333332,,,True,False,,,True,False,,,True,False
1.3666653,,,True,False,,,True,False,,,True,False
1.3999986,,,True,False,,,True,False,,,True,False
1.4333319,,,True,False,,,True,False,,,True,False
1.4666652,,,True,False,,,True,False,,,True,False
1.4999985,,,True,False,,,True,False,,,True,False
1.5333318,,,True,False,,,True,False,,,True,False
1.5666650999999998,,,True,False,,,True,False,,,True,False
1.5999983999999998,0.17290428402022182,0.009451288914879286,True,False,-0.0628475915895218,0.4254699541720535,True,False,2.3589870833101063,-0.9030018903749613,True,False
1.6333316999999998,0.7313927895962159,-0.3282497375560964,True,False,-0.1508487553894888,0.4667924211965541,True,False,1.7449242186748097,-0.7000722644258517,True,False
1.6666649999999998,1.0965768249380285,-0.6050864239587394,True,False,-0.25540770482142755,0.4526838616591534,True,False,0.8721393499194885,-0.40244327253709455,True,False
1.6999983,1.206135624855565,-0.783323488638699,True,False,-0.4106880004184542,0.4238106714906934,True,False,0.003847037542369872,-0.1217242063282565,True,False
1.7333316,1.0618759960818835,-0.8422398268712069,True,False,-0.624967338397708,0.4067079398874095,True,False,-0.7212726711324035,0.11421068304356302,True,False
1.7666649,0.7258955055514933,-0.7832665099218363,True,False,-0.8662484198932291,0.4016910815851444,True,False,-1.3191037380139363,0.36073288440242457,True,False
1.7999982,0.3019062616897953,-0.6308211803403148,True,False,-1.0600454499110554,0.382650726418243,True,False,-1.9050422454758746,0.7090971335218741,True,False
1.8333315,-0.09282788958018225,-0.42721398326824217,True,False,-1.1056478251042123,0.3093082985661568,True,False,-2.590344869256904,1.2181163341728802,True,False
1.8666648,-0.35772882350859575,-0.2218854161294868,True,False,-0.911110320198737,0.147884411562827,True,False,-3.3874316074449173,1.860143223653385,True,False
1.8999981,-0.4340108214581676,-0.057621753686327506,True,False,-0.437802412057358,-0.1075489683699703,True,False,-4.173821475604454,2.5092436328880914,True,False
1.9333314,-0.3186926946362479,0.041839450570804466,True,False,0.2630231518055592,-0.4220351458683526,True,False,-4.732859293080505,2.9791598418996745,True,False
1.9666647,-0.06405007436634601,0.07824268232245829,True,False,1.0412047744530861,-0.7219654844715957,True,False,-4.850289328148611,3.095043475952468,True,False
1.999998,0.23761786647545904,0.07649747118118183,True,False,1.6782843498559625,-0.9143378873515988,True,False,-4.4179711840173415,2.7668459259802507,True,False
2.0333313,0.4803450839897842,0.07398971598353266,True,False,1.9542990511894864,-0.9180435418549063,True,False,-3.492547050480066,2.030953846874592,True,False
2.0666646,0.5751750160202513,0.10520586660320323,True,False,1.7298029809510764,-0.6964370191389267,True,False,-2.2788047965463423,1.0406235742286205,True,False
2.0999979,0.4765739564909112,0.18738948111492557,True,False,1.0111628851483874,-0.27833812103743144,True,False,-1.04396026132809,0.00855789708853471,True,False
2.1333312,0.19656812685282338,0.3127723538722675,True,False,-0.030831265950479858,0.2423919440600752,True,False,-0.002534777512797385,-0.8737949329876956,True,False
