window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,4.99995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9994444444444445,0.9994444444444445,0.0005555555555555556,0.0,0.0
1,5.99994,none,no_qualified_branch,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.0
2,6.99993,baseline,tracking_quality_fallback,76.0,75.0,0.7693644227651291,0.3177086631056544,True,False,False,1.0,1.0,0.0,0.3644705607262557,0.35328700323671536
3,7.9999199999999995,baseline,baseline_evidence_retained,76.0,75.0,0.7236518235347967,0.4693540375823231,True,True,True,1.0,1.0,0.0,0.5383524602095939,0.5256252428059842
4,8.99991,baseline,baseline_evidence_retained,75.0,75.0,0.6660961368231861,0.493877515950994,True,True,True,1.0,1.0,0.0,0.7491889545057256,0.721771331385443
5,9.9999,baseline,baseline_evidence_retained,74.0,75.0,0.6512940508495606,0.513324526821246,True,True,True,1.0,1.0,0.0,0.820438079761601,0.6805732149589684
6,10.99989,baseline,baseline_evidence_retained,73.0,75.0,0.6408678895129749,0.5734597691185518,True,True,True,1.0,1.0,0.0,0.9355417124058459,0.7780561306521256
7,11.99988,baseline,baseline_evidence_retained,72.0,74.0,0.6399179619356025,0.550927462745403,True,True,True,1.0,1.0,0.0,0.9701634263910714,0.9424448497366676
8,12.99987,baseline,baseline_evidence_retained,72.0,74.0,0.6595318813798215,0.5770135007646708,True,True,True,1.0,1.0,0.0,0.8449174721447674,0.8421190565238429
9,13.99986,baseline,baseline_evidence_retained,74.0,74.0,0.6337602239221064,0.4580730593863523,True,True,True,1.0,1.0,0.0,0.8782537579010902,0.8771674748400372
10,14.99985,baseline,baseline_evidence_retained,75.0,76.0,0.6017171756384769,0.3230061857239411,True,True,True,1.0,1.0,0.0,0.9650927428510198,0.941190549435154
11,15.999839999999999,baseline,baseline_evidence_retained,78.0,76.0,0.6005322025379747,0.35644645169322886,True,True,True,1.0,1.0,0.0,0.987568305573393,0.995221149167567
12,16.99983,baseline,tracking_quality_fallback,79.0,,0.7008738681900499,0.27907637374447253,True,False,False,1.0,1.0,0.0,0.5743031433929922,0.168911511005404
13,17.99982,baseline,tracking_quality_fallback,81.0,57.0,0.8035653384507878,0.30056925294657094,True,False,False,1.0,1.0,0.0,0.1011282359030056,0.09426394600537591
14,18.99981,baseline,tracking_quality_fallback,82.0,60.0,0.8105083086646985,0.48868670924162005,True,False,False,1.0,1.0,0.0,0.10104616815289627,0.09119215743671381
15,19.9998,baseline,tracking_quality_fallback,81.0,62.0,0.7657394177274701,0.39568451100909624,True,False,False,1.0,1.0,0.0,0.29558771112459525,0.13369498281579217
16,20.99979,baseline,tracking_quality_fallback,79.0,64.0,0.7284447757685723,0.46089014098555886,True,False,False,1.0,1.0,0.0,0.42545928498158714,0.20400651822969806
17,21.99978,baseline,tracking_quality_fallback,78.0,64.0,0.7411499104774704,0.6233423638097968,True,False,False,1.0,1.0,0.0,0.4192517948073754,0.27678156305256735
