time_s,window_start_s,window_end_s,proposal_accepted,proposal_status,proposal_spectral_peak_bpm,consensus_bpm,roi_count,quality_proxy,state,available_roi_count,method_agreement,motion_overlap,consensus_score,runner_up_ratio,candidate_group_count,waveform_roi_count,motion_available,motion_observed_fraction,motion_speed_face_per_s,motion_strength,motion_reliability,motion_spectral_coverage,motion_evidence_status,waveform_generated
4.999995,0.0,9.99999,False,insufficient_rois,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0,True,0.9966666666666667,0.044588831812120505,0.030829904302484223,0.9966666666666667,0.9966666666666667,observed_motion,False
5.999994,0.999999,10.999989,False,insufficient_rois,,,0,0.0,searching,0,0.0,0.0,0.0,0.0,0,0,True,1.0,0.04695638321914441,0.03407627334908997,1.0,1.0,observed_motion,False
6.999993,1.999998,11.999988,False,ambiguous_consensus,,,2,0.4244776570107178,searching,3,1.0,0.009447937368456174,0.8429396565448162,0.9315141610274124,3,0,True,1.0,0.04818813572768067,0.03582260607074497,1.0,1.0,observed_motion,False
7.999992,2.999997,12.999986999999999,False,ambiguous_consensus,,,2,0.475804622729489,searching,3,1.0,0.01628930841326306,0.9399834530928326,0.9405323942651521,2,0,True,1.0,0.06031260256083318,0.05500062711881556,1.0,1.0,observed_motion,False
8.999991,3.999996,13.999986,True,accepted_consensus,108.0,108.0,2,0.5215796970880001,acquired,3,1.0,0.05048990497465427,1.003657630161977,0.48967618839652105,2,2,True,1.0,0.0939151307632856,0.12366861163694703,1.0,1.0,observed_motion,True
9.99999,4.999995,14.999984999999999,True,accepted_consensus,111.0,111.0,2,0.5272732194643686,tracking,3,1.0,0.15910753735508404,0.9287067237353434,0.688386831694222,2,2,True,1.0,0.15052281561104788,0.2660625270842924,1.0,1.0,observed_motion,True
10.999989,5.999994,15.999984,False,ambiguous_consensus,,,2,0.501724073035433,uncertain,3,1.0,0.3376436371621668,0.7493422347636156,0.9687468164110848,3,0,True,1.0,0.2196658403070726,0.43568161525450294,1.0,1.0,observed_motion,False
11.999988,6.999993,16.999983,True,accepted_consensus,63.0,63.0,3,0.4387007152843245,tracking,3,0.8333333333333334,0.4157134156123858,0.9057611570924761,0.7935199983286879,2,2,True,1.0,0.2566680507247015,0.5131583114450665,1.0,1.0,observed_motion,True
12.999986999999999,7.999992,17.999982,True,accepted_consensus,59.0,59.0,3,0.40959483423184184,reacquired,3,0.6666666666666666,0.2557934542511555,0.993048228339443,0.6321016117278777,2,3,True,1.0,0.2907205101557601,0.5748831873253684,1.0,1.0,observed_motion,True
13.999986,8.999991,18.999981,True,accepted_consensus,57.0,57.0,3,0.4876208922834813,tracking,3,0.8333333333333334,0.2318739136384898,1.2084629063527017,0.0,1,3,True,1.0,0.31563889670259127,0.6145019151824448,1.0,1.0,observed_motion,True
14.999984999999999,9.99999,19.99998,True,accepted_consensus,52.0,52.0,3,0.5749936704734301,tracking,3,1.0,0.4447624395731453,1.1495759392778102,0.0,1,2,True,1.0,0.33372876776508414,0.6405461430112394,1.0,1.0,observed_motion,True
15.999984,10.999989,20.999979,True,accepted_consensus,51.0,51.0,3,0.5191822746685595,tracking,3,0.8333333333333334,0.6213640378868523,0.8316941361841703,0.6581506743356117,2,2,True,1.0,0.34961248203365847,0.6616663435041461,1.0,1.0,observed_motion,True
16.999983,11.999988,21.999978,True,accepted_consensus,49.0,49.0,2,0.40342226116284347,reacquired,3,0.75,0.6758965639551135,0.3978369421112344,0.0,1,2,True,1.0,0.3733952271955772,0.6904775988327919,1.0,1.0,observed_motion,True
