window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,4.999995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9633333333333334,0.9933333333333333,0.0033333333333333335,0.0,0.0
1,5.999994,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.96,0.9966666666666667,0.0,0.0,0.0
2,6.999993,tracked,baseline_unavailable,,182.0,0.2605691644009506,0.4176599558775311,False,True,True,0.95,0.9966666666666667,0.0,0.0,0.0
3,7.999992,tracked,baseline_unavailable,,181.0,0.26701906168644673,0.5584505324013238,False,True,True,0.9533333333333334,0.9966666666666667,0.0,0.0,0.0
4,8.999991,tracked,baseline_unavailable,,180.0,0.28465396250807773,0.4416263200182146,False,True,True,0.9533333333333334,0.9966666666666667,0.0,0.0,0.0
5,9.99999,tracked,baseline_unavailable,,181.0,0.31648559199230314,0.4428021343694123,False,True,True,0.9466666666666667,0.9966666666666667,0.0,0.0,0.0
6,10.999989,tracked,baseline_unavailable,,181.0,0.3410857707692807,0.4313817052424846,False,True,True,0.9433333333333334,0.9966666666666667,0.0,0.0,0.0
7,11.999988,baseline,baseline_evidence_retained,182.0,182.0,0.36531864738171577,0.3844163956011267,True,True,True,0.9433333333333334,0.9966666666666667,0.0,0.0,0.0
8,12.999986999999999,baseline,tracking_quality_fallback,183.0,,0.288515605224869,0.17796141757820208,True,False,False,0.9433333333333334,0.9966666666666667,0.0,1.0,0.0007943176401866812
9,13.999986,baseline,tracking_quality_fallback,183.0,,0.38637228476716223,0.3227198145373038,True,False,False,0.9533333333333334,1.0,0.0,0.0,0.0
10,14.999984999999999,baseline,baseline_evidence_retained,183.0,183.0,0.4791039747160952,0.37479768723210677,True,True,True,0.96,1.0,0.0,0.0,0.0
11,15.999984,baseline,tracking_quality_fallback,183.0,,0.4572598792978411,0.28457420945053047,True,False,False,0.9666666666666667,1.0,0.0,0.0,0.0
12,16.999983,baseline,baseline_evidence_retained,182.0,182.0,0.4834440563163584,0.4040404808421756,True,True,True,0.9766666666666667,1.0,0.0,0.0,0.0
13,17.999982,baseline,tracking_quality_fallback,182.0,,0.49632146885556205,0.32299097048306663,True,False,False,0.98,0.9966666666666667,0.0,0.0,0.0
14,18.999981,baseline,tracking_quality_fallback,181.0,,0.4199313510385167,0.23613563121217362,True,False,False,0.9833333333333333,0.9933333333333333,0.0,0.0,0.0
15,19.99998,none,no_qualified_branch,,,0.3012337928966621,0.23250985940571717,False,False,False,0.99,0.9933333333333333,0.0,0.0,0.0
16,20.999979,tracked,baseline_unavailable,,182.0,0.21922907577830214,0.303205833994319,False,True,True,0.9933333333333333,0.9966666666666667,0.0,0.0,0.0
17,21.999978,none,no_qualified_branch,95.0,,0.40116767684886706,0.2815153718692332,False,False,False,0.9933333333333333,0.9966666666666667,0.0,0.0,0.0
18,22.999976999999998,none,no_qualified_branch,,,0.3100086768120373,0.2683002059615007,False,False,False,0.9933333333333333,1.0,0.0,0.0,0.0
19,23.999976,tracked,baseline_unavailable,,98.0,0.2644868540530415,0.31123826751910516,False,True,True,0.9933333333333333,1.0,0.0,0.0,0.0
20,24.999975,tracked,baseline_unavailable,,98.0,0.35670210994051554,0.29783630503700675,False,True,True,0.9933333333333333,0.9966666666666667,0.0,0.0,0.0
21,25.999973999999998,none,no_qualified_branch,,,0.427851026282813,0.261434436803619,False,False,False,0.9933333333333333,0.9966666666666667,0.0,0.0,0.0
22,26.999972999999997,baseline,tracking_quality_fallback,185.0,,0.5269662788399927,0.4066635055543009,True,False,False,0.9933333333333333,0.9966666666666667,0.0,0.0,0.0
23,27.999972,baseline,baseline_evidence_retained,185.0,185.0,0.4665708414809536,0.4294798877168913,True,True,True,0.9966666666666667,0.9966666666666667,0.0,0.9858984025645162,0.9860045946449654
24,28.999971,baseline,baseline_evidence_retained,185.0,185.0,0.45578960709933025,0.44703716506031455,True,True,True,0.9966666666666667,1.0,0.0,1.0,0.9886717749740331
25,29.999969999999998,baseline,baseline_evidence_retained,185.0,185.0,0.4495848158482798,0.4477474358380919,True,True,True,0.9966666666666667,1.0,0.0,0.9957848377389945,0.985823392487259
26,30.999969,baseline,baseline_evidence_retained,186.0,185.0,0.6062221059381011,0.5789311397656274,True,True,True,0.9966666666666667,1.0,0.0,1.0,0.9928953453520056
27,31.999968,baseline,baseline_evidence_retained,186.0,186.0,0.6062879281355029,0.5837409892395624,True,True,True,0.9933333333333333,1.0,0.0,1.0,1.0
28,32.999967,baseline,baseline_evidence_retained,186.0,186.0,0.6055411065303108,0.5929274592918355,True,True,True,0.9933333333333333,1.0,0.0,1.0,0.9972983355886172
29,33.999966,baseline,baseline_evidence_retained,186.0,186.0,0.6007793361559597,0.5986245858292218,True,True,True,0.9933333333333333,1.0,0.0,1.0,1.0
30,34.999964999999996,baseline,baseline_evidence_retained,185.0,185.0,0.5921287374280962,0.6005042433905268,True,True,True,0.9966666666666667,1.0,0.0,1.0,1.0
31,35.999964,baseline,baseline_evidence_retained,185.0,185.0,0.597057601479711,0.5954423450404255,True,True,True,0.9933333333333333,1.0,0.0,0.9933784796283421,1.0
32,36.999963,baseline,baseline_evidence_retained,184.0,184.0,0.6095483005209426,0.47179588843613735,True,True,True,0.9866666666666667,1.0,0.0,0.9921625123955891,0.994348210472322
33,37.999962,baseline,baseline_evidence_retained,184.0,184.0,0.6094009921796077,0.3670834908201021,True,True,True,0.9833333333333333,1.0,0.0,1.0,0.9996770548822653
34,38.999961,baseline,baseline_evidence_retained,184.0,184.0,0.6000856870625265,0.3700584019676287,True,True,True,0.9833333333333333,1.0,0.0,1.0,1.0
35,39.99996,baseline,baseline_evidence_retained,184.0,184.0,0.5925106465693464,0.4537781503526823,True,True,True,0.9833333333333333,1.0,0.0,1.0,1.0
36,40.999959,baseline,baseline_evidence_retained,184.0,184.0,0.5928627260329256,0.5957744597427268,True,True,True,0.9766666666666667,1.0,0.0,1.0,1.0
37,41.999958,baseline,baseline_evidence_retained,184.0,184.0,0.5966829822343553,0.5895170217779219,True,True,True,0.9766666666666667,1.0,0.0,1.0,1.0
38,42.999956999999995,baseline,baseline_evidence_retained,184.0,184.0,0.5926430989297807,0.5782643524501587,True,True,True,0.9733333333333334,1.0,0.0,1.0,1.0
39,43.999956,baseline,baseline_evidence_retained,184.0,185.0,0.5818376143711512,0.5734538871998575,True,True,True,0.97,1.0,0.0,1.0,0.9824613584011477
40,44.999955,baseline,baseline_evidence_retained,184.0,184.0,0.5795035467174494,0.3529348657759527,True,True,True,0.97,1.0,0.0,1.0,0.9918349944370747
41,45.999953999999995,baseline,baseline_evidence_retained,184.0,184.0,0.44820640125984806,0.3599739756327469,True,True,True,0.97,1.0,0.0,0.9891666244805064,0.9983727621196445
42,46.999953,baseline,baseline_evidence_retained,185.0,185.0,0.464133470890527,0.4766160889870618,True,True,True,0.9766666666666667,1.0,0.0,0.9944310962065875,0.9462844669443581
43,47.999952,baseline,baseline_evidence_retained,185.0,185.0,0.624634743807512,0.5046748399242837,True,True,True,0.9733333333333334,1.0,0.0,0.9922014861768762,0.9714766833929455
44,48.999950999999996,baseline,baseline_evidence_retained,186.0,186.0,0.630635917516794,0.44106549454372157,True,True,True,0.9666666666666667,1.0,0.0,1.0,0.9971964966589003
45,49.99995,baseline,baseline_evidence_retained,186.0,186.0,0.4921993584075851,0.5053712002338441,True,True,True,0.9666666666666667,1.0,0.0,1.0,0.979061526827597
46,50.999949,baseline,baseline_evidence_retained,186.0,185.0,0.47293033691267605,0.4800709940739898,True,True,True,0.97,1.0,0.0,0.9995329490617184,0.9893630617477962
47,51.999947999999996,baseline,baseline_evidence_retained,185.0,185.0,0.5991919252453682,0.46422046587707605,True,True,True,0.9733333333333334,1.0,0.0,1.0,1.0
48,52.999947,baseline,baseline_evidence_retained,184.0,184.0,0.5964281778211338,0.447851384051154,True,True,True,0.9766666666666667,1.0,0.0,1.0,0.9964594136726542
49,53.999945999999994,baseline,baseline_evidence_retained,184.0,184.0,0.5944413339427912,0.4304116568182262,True,True,True,0.9766666666666667,1.0,0.0,0.9927949861407774,0.9901372851580377
50,54.999945,baseline,baseline_evidence_retained,184.0,183.0,0.591005687099767,0.4510604560763621,True,True,True,0.97,1.0,0.0,0.9985762566334985,0.9982797718052308
51,55.999944,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9733333333333334,1.0,0.0,0.0,0.0
52,56.999942999999995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9666666666666667,1.0,0.0,0.0,0.0
