time_s,bvp_raw,observed,interpolated_roi
0.0,nan,True,False
0.03417155473671398,nan,True,False
0.06834310947342796,nan,True,False
0.10251466421014194,nan,True,False
0.13668621894685593,nan,True,False
0.17085777368356989,nan,True,False
0.20502932842028387,nan,True,False
0.23920088315699783,nan,True,False
0.27337243789371185,nan,True,False
0.3075439926304258,nan,True,False
0.34171554736713977,nan,True,False
0.37588710210385373,nan,True,False
0.41005865684056775,nan,True,False
0.4442302115772817,nan,True,False
0.47840176631399567,nan,True,False
0.5125733210507096,nan,True,False
0.5467448757874237,nan,True,False
0.5809164305241377,nan,True,False
0.6150879852608516,nan,True,False
0.6492595399975656,nan,True,False
0.6834310947342795,nan,True,False
0.7176026494709935,nan,True,False
0.7517742042077075,nan,True,False
0.7859457589444215,nan,True,False
0.8201173136811355,nan,True,False
0.8542888684178495,nan,True,False
0.8884604231545634,nan,True,False
0.9226319778912774,nan,True,False
0.9568035326279913,nan,True,False
0.9909750873647054,nan,True,False
1.0251466421014193,nan,True,False
1.0593181968381333,nan,True,False
1.0934897515748474,nan,True,False
1.1276613063115613,nan,True,False
1.1618328610482753,nan,True,False
1.1960044157849892,nan,True,False
1.2301759705217032,nan,True,False
1.264347525258417,nan,True,False
1.2985190799951312,nan,True,False
1.3326906347318452,nan,True,False
1.366862189468559,nan,True,False
1.4010337442052732,nan,True,False
1.435205298941987,nan,True,False
1.469376853678701,nan,True,False
1.503548408415415,nan,True,False
1.537719963152129,nan,True,False
1.571891517888843,nan,True,False
1.606063072625557,0.9184570312500207,True,False
1.640234627362271,0.91845703125,True,False
1.6744061820989848,0.42236328125002254,True,False
1.708577736835699,0.42236328125,True,False
1.7427492915724128,-0.2612304687499645,True,False
1.7769208463091268,-0.26123046875,True,False
1.811092401045841,-0.8061523437499717,True,False
1.8452639557825548,-0.80615234375,True,False
1.8794355105192688,-1.2929687499999716,True,False
1.9136070652559827,-1.29296875,True,False
1.9477786199926967,-1.311523437499999,True,False
1.9819501747294108,-1.3115234375,True,False
2.016121729466125,-1.0917968750000142,True,False
2.0502932842028385,-1.091796875,True,False
2.0844648389395526,0.42871093749988143,True,False
2.1186363936762667,0.4287109375,True,False
2.1528079484129807,1.9326171874998825,True,False
2.186979503149695,1.9326171875,True,False
2.2211510578864084,1.4218750000000464,True,False
2.2553226126231225,1.421875,True,False
2.2894941673598366,0.8603515625000511,True,False
2.3236657220965506,0.5913085937500244,True,False
2.3578372768332643,0.322265625000028,True,False
2.3920088315699783,-0.4892578124999156,True,False
2.4261803863066924,-0.4892578125,True,False
2.4603519410434065,-1.289062499999917,True,False
2.4945234957801206,-1.2890625,True,False
2.528695050516834,-1.665039062499956,True,False
2.5628666052535483,-1.6650390625,True,False
2.5970381599902623,-1.587890625000009,True,False
2.6312097147269764,-1.587890625,True,False
2.6653812694636905,-0.7192382812501017,True,False
2.699552824200404,-0.71923828125,True,False
2.733724378937118,1.1386718749997584,True,False
2.7678959336738322,1.138671875,True,False
2.8020674884105463,1.7187499999999245,True,False
2.8362390431472604,1.71875,True,False
2.870410597883974,1.313476562500058,True,False
2.904582152620688,1.3134765625,True,False
2.938753707357402,0.6831054687500902,True,False
2.9729252620941162,0.68310546875,True,False
3.00709681683083,-0.08282470703113054,True,False
3.041268371567544,-0.08282470703125,True,False
3.075439926304258,-0.7163085937499012,True,False
3.109611481040972,-0.71630859375,True,False
3.143783035777686,-1.3710937499998979,True,False
3.1779545905143998,-1.37109375,True,False
3.212126145251114,-1.4257812499999907,True,False
3.246297699987828,-1.42578125,True,False
3.280469254724542,-1.18945312500004,True,False
3.314640809461256,-1.189453125,True,False
3.3488123641979697,0.5859374999996769,True,False
3.3829839189346838,0.5859375,True,False
3.417155473671398,1.9072265624997595,True,False
3.451327028408112,1.9072265625,True,False
3.4854985831448255,1.5185546875000757,True,False
