window_index,time_s,channel,roi,method,channel_status,observed_fraction,roi_quality,signal_std,candidate_rank,candidate_bpm,relative_power,peak_concentration,prominence_ratio,candidate_weight,motion_overlap,motion_weight,selected_consensus,proposal_accepted,waveform_weight
0,5.006132768928598,forehead_pos,forehead,pos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
0,5.006132768928598,forehead_chrom,forehead,chrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
0,5.006132768928598,left_cheek_pos,left_cheek,pos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
0,5.006132768928598,left_cheek_chrom,left_cheek,chrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
0,5.006132768928598,right_cheek_pos,right_cheek,pos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
0,5.006132768928598,right_cheek_chrom,right_cheek,chrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
1,5.997107856293304,forehead_pos,forehead,pos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
1,5.997107856293304,forehead_chrom,forehead,chrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
1,5.997107856293304,left_cheek_pos,left_cheek,pos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
1,5.997107856293304,left_cheek_chrom,left_cheek,chrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
1,5.997107856293304,right_cheek_pos,right_cheek,pos,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
1,5.997107856293304,right_cheek_chrom,right_cheek,chrom,gap_or_filter_edge,1.0,1.0,,0,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,0.0
2,6.988082943658008,forehead_pos,forehead,pos,usable,1.0,1.0,1.0156707188610696,1,100.0,1.0,0.5613872377830502,1.0,0.749257791272837,0.6019519197983179,0.8495120200504205,True,True,0.38691010870870374
2,6.988082943658008,forehead_chrom,forehead,chrom,usable,1.0,1.0,0.9946166168206478,1,99.0,1.0,0.4923720121985477,1.0,0.7016922489229503,0.6944627116363887,0.8263843220909028,True,True,0.36234768256413324
2,6.988082943658008,left_cheek_pos,left_cheek,pos,usable,1.0,1.0,0.8792587734414444,1,99.0,1.0,0.5968162202787837,1.0,0.7725388147392879,0.6944627116363887,0.8263843220909028,True,True,0.3987926832768521
2,6.988082943658008,left_cheek_chrom,left_cheek,chrom,usable,1.0,1.0,1.0031535384756767,1,99.0,1.0,0.6794876520506238,1.0,0.8243104100098602,0.6944627116363887,0.8263843220909028,True,True,0.42551772673300814
2,6.988082943658008,right_cheek_pos,right_cheek,pos,usable,1.0,1.0,1.002483857574809,1,98.0,1.0,0.6562382883214699,1.0,0.8100853586638077,0.7492184633600095,0.8126953841599976,True,True,0.40895554871608386
2,6.988082943658008,right_cheek_chrom,right_cheek,chrom,usable,1.0,1.0,1.052030155241025,1,98.0,1.0,0.6820934834490874,1.0,0.8258895104365277,0.7492184633600095,0.8126953841599976,True,True,0.4169339617204439
3,7.9790580310227135,forehead_pos,forehead,pos,usable,1.0,1.0,1.0517103143931503,1,102.0,1.0,0.5619862988770641,1.0,0.7496574543596989,0.6754733858980284,0.8311316535254929,True,True,0.39710882833059835
3,7.9790580310227135,forehead_chrom,forehead,chrom,usable,1.0,1.0,1.023256840139028,1,101.0,1.0,0.44293979081108087,1.0,0.6655372197038125,0.6069860349870493,0.8482534912532377,True,True,0.35254862602910053
3,7.9790580310227135,left_cheek_pos,left_cheek,pos,usable,1.0,1.0,0.8198637951651351,1,101.0,1.0,0.5725616404541239,1.0,0.7566780295833386,0.6069860349870493,0.8482534912532377,True,True,0.39439609122852565
3,7.9790580310227135,left_cheek_chrom,left_cheek,chrom,usable,1.0,1.0,0.9707413038491495,1,101.0,1.0,0.6785691124254712,1.0,0.823753065199439,0.6069860349870493,0.8482534912532377,True,True,0.42935697397091344
3,7.9790580310227135,right_cheek_pos,right_cheek,pos,usable,1.0,1.0,0.9948607846046339,1,100.0,1.0,0.6282578416870453,1.0,0.7926271769798493,0.7331192436196263,0.8167201890950935,True,True,0.3985507537481833
3,7.9790580310227135,right_cheek_chrom,right_cheek,chrom,usable,1.0,1.0,1.0204341138534776,1,100.0,1.0,0.6426052690146195,1.0,0.8016266394117771,0.7331192436196263,0.8167201890950935,True,True,0.4030758856635938
4,8.97003311838742,forehead_pos,forehead,pos,usable,1.0,1.0,1.0039814053321516,1,105.0,1.0,0.6030413948168573,1.0,0.7765573995635205,0.6288333649563288,0.8427916587609178,True,True,0.41466509142582014
4,8.97003311838742,forehead_chrom,forehead,chrom,usable,1.0,1.0,0.9613237660664734,1,104.0,1.0,0.4593152637137029,1.0,0.6777280160312859,0.5147210107585943,0.8713197473103514,True,True,0.3618923081377004
4,8.97003311838742,left_cheek_pos,left_cheek,pos,usable,1.0,1.0,0.8636157533547558,1,104.0,1.0,0.5613897677249906,1.0,0.7492594795696552,0.5147210107585943,0.8713197473103514,True,True,0.39643679796664233
4,8.97003311838742,left_cheek_chrom,left_cheek,chrom,usable,1.0,1.0,0.9949463683831921,1,104.0,1.0,0.7087603583100436,1.0,0.8418790639456736,0.5147210107585943,0.8713197473103514,True,True,0.44544226597903136
4,8.97003311838742,right_cheek_pos,right_cheek,pos,usable,1.0,1.0,0.963825947473654,1,104.0,1.0,0.5811719399868202,1.0,0.762346338606555,0.5147210107585943,0.8713197473103514,True,True,0.39147262344563494
4,8.97003311838742,right_cheek_chrom,right_cheek,chrom,usable,1.0,1.0,0.9739256675468579,1,104.0,1.0,0.647523181096825,1.0,0.8046882508753468,0.5147210107585943,0.8713197473103514,True,True,0.4132156274297119
5,9.961008205752124,forehead_pos,forehead,pos,usable,1.0,1.0,1.004230361244111,1,107.0,1.0,0.6259389802204259,1.0,0.7911630553940356,0.6612188900653625,0.8346952774836593,True,True,0.42030402217765184
5,9.961008205752124,forehead_chrom,forehead,chrom,usable,1.0,1.0,0.9289979652548054,1,106.0,1.0,0.4873294188867208,1.0,0.6980898358282556,0.5529064877529136,0.8617733780617716,True,True,0.37085903321638386
5,9.961008205752124,left_cheek_pos,left_cheek,pos,usable,1.0,1.0,0.8815854241316515,1,107.0,1.0,0.576173102442521,1.0,0.7590606711209065,0.6612188900653625,0.8346952774836593,True,True,0.3949049006462918
5,9.961008205752124,left_cheek_chrom,left_cheek,chrom,usable,1.0,1.0,0.9833746737121439,1,106.0,1.0,0.6775847673680806,1.0,0.8231553725561661,0.5529064877529136,0.8617733780617716,True,True,0.4282504719098743
5,9.961008205752124,right_cheek_pos,right_cheek,pos,usable,1.0,1.0,0.95929436364426,1,106.0,1.0,0.5800273701069057,1.0,0.761595279729927,0.5529064877529136,0.8617733780617716,True,True,0.39325034790546004
5,9.961008205752124,right_cheek_chrom,right_cheek,chrom,usable,1.0,1.0,0.9974591178947376,1,106.0,1.0,0.6611154721558007,1.0,0.8130900762866318,0.5529064877529136,0.8617733780617716,True,True,0.4198397283811717
6,10.95198329311683,forehead_pos,forehead,pos,usable,1.0,1.0,0.9776798444639238,1,108.0,1.0,0.6078843973277899,1.0,0.7796694154112946,0.48908553509511293,0.8777286162262218,True,True,0.4117803207224653
6,10.95198329311683,forehead_chrom,forehead,chrom,usable,1.0,1.0,0.9251081296959385,1,107.0,1.0,0.48520319264980744,1.0,0.6965652824034567,0.46027045627619656,0.8849323859309508,True,True,0.36788909468882935
6,10.95198329311683,left_cheek_pos,left_cheek,pos,usable,1.0,1.0,0.8355404962913388,1,108.0,1.0,0.5861325764586891,1.0,0.7655929574249551,0.48908553509511293,0.8777286162262218,True,True,0.3906268443674579
6,10.95198329311683,left_cheek_chrom,left_cheek,chrom,usable,1.0,1.0,0.9562749349848473,1,108.0,1.0,0.6361155151137895,1.0,0.7975685018315289,0.48908553509511293,0.8777286162262218,True,True,0.40694165746407107
6,10.95198329311683,right_cheek_pos,right_cheek,pos,usable,1.0,1.0,1.0117794272184797,1,108.0,1.0,0.6058952273240625,1.0,0.7783927204978619,0.48908553509511293,0.8777286162262218,True,True,0.39357977693639085
6,10.95198329311683,right_cheek_chrom,right_cheek,chrom,usable,1.0,1.0,0.9754463415695142,1,108.0,1.0,0.633816789094674,1.0,0.7961261138128016,0.48908553509511293,0.8777286162262218,True,True,0.4025463368764108
7,11.942958380481535,forehead_pos,forehead,pos,usable,1.0,1.0,0.9423557369860333,1,107.0,1.0,0.5302581096721887,1.0,0.7281882378013179,0.40115937481484143,0.8997101562962897,True,True,0.38095914755175153
7,11.942958380481535,forehead_chrom,forehead,chrom,usable,1.0,1.0,0.9198636103286382,1,107.0,1.0,0.4405170392713855,1.0,0.6637145766603183,0.40115937481484143,0.8997101562962897,True,True,0.34722909024956633
7,11.942958380481535,left_cheek_pos,left_cheek,pos,usable,1.0,1.0,0.84691091006502,1,108.0,1.0,0.5520335173219528,1.0,0.7429895808973049,0.4018113486295847,0.8995471628426038,True,True,0.37429211921849825
7,11.942958380481535,left_cheek_chrom,left_cheek,chrom,usable,1.0,1.0,0.968993271520679,1,108.0,1.0,0.5689138648318428,1.0,0.7542637899513954,0.4018113486295847,0.8995471628426038,True,True,0.3799716707328972
