time_s,forehead_pos,forehead_chrom,forehead_observed,forehead_interpolated,left_cheek_pos,left_cheek_chrom,left_cheek_observed,left_cheek_interpolated,right_cheek_pos,right_cheek_chrom,right_cheek_observed,right_cheek_interpolated
0.0,,,True,False,,,True,False,,,True,False
0.0333332999999999,,,True,False,,,True,False,,,True,False
0.0666665999999999,,,True,False,,,True,False,,,True,False
0.0999998999999999,,,True,False,,,True,False,,,True,False
0.1333331999999999,,,True,False,,,True,False,,,True,False
0.1666665,,,True,False,,,True,False,,,True,False
0.1999997999999999,,,True,False,,,True,False,,,True,False
0.2333331,,,True,False,,,True,False,,,True,False
0.2666663999999999,,,True,False,,,True,False,,,True,False
0.2999997,,,True,False,,,True,False,,,True,False
0.333333,,,True,False,,,True,False,,,True,False
0.3666663,,,True,False,,,True,False,,,True,False
0.3999995999999999,,,True,False,,,True,False,,,True,False
0.4333328999999999,,,True,False,,,True,False,,,True,False
0.4666662,,,True,False,,,True,False,,,True,False
0.4999995,,,True,False,,,True,False,,,True,False
0.5333327999999999,,,True,False,,,True,False,,,True,False
0.5666661,,,True,False,,,True,False,,,True,False
0.5999994,,,True,False,,,True,False,,,True,False
0.6333327,,,True,False,,,True,False,,,True,False
0.666666,,,True,False,,,True,False,,,True,False
0.6999993,,,True,False,,,True,False,,,True,False
0.7333326,,,True,False,,,True,False,,,True,False
0.7666659,,,True,False,,,True,False,,,True,False
0.7999991999999999,,,True,False,,,True,False,,,True,False
0.8333324999999999,,,True,False,,,True,False,,,True,False
0.8666657999999999,,,True,False,,,True,False,,,True,False
0.8999990999999999,,,True,False,,,True,False,,,True,False
0.9333324,,,True,False,,,True,False,,,True,False
0.9666657,,,True,False,,,True,False,,,True,False
0.999999,,,True,False,,,True,False,,,True,False
1.0333323,,,True,False,,,True,False,,,True,False
1.0666656,,,True,False,,,True,False,,,True,False
1.0999989,,,True,False,,,True,False,,,True,False
1.1333322,,,True,False,,,True,False,,,True,False
1.1666655,,,True,False,,,True,False,,,True,False
1.1999988,,,True,False,,,True,False,,,True,False
1.2333321,,,True,False,,,True,False,,,True,False
1.2666654,,,True,False,,,True,False,,,True,False
1.2999987,,,True,False,,,True,False,,,True,False
1.333332,,,True,False,,,True,False,,,True,False
1.3666653,,,True,False,,,True,False,,,True,False
1.3999986,,,True,False,,,True,False,,,True,False
1.4333319,,,True,False,,,True,False,,,True,False
1.4666652,,,True,False,,,True,False,,,True,False
1.4999985,,,True,False,,,True,False,,,True,False
1.5333318,,,True,False,,,True,False,,,True,False
1.5666650999999998,,,True,False,,,True,False,,,True,False
1.5999983999999998,-0.2781816481310773,0.20236045826792867,True,False,-0.46699224507326875,0.8202573479550114,True,False,0.4670586417527427,-0.6329324391348751,True,False
1.6333316999999998,-0.4343866832122678,0.4883938712756663,True,False,-0.03669636132521376,0.5491629782900644,True,False,0.16834970162398064,-0.3988736652402533,True,False
1.6666649999999998,-0.5606385799090945,0.727945040771234,True,False,0.3902222847554529,0.22840329725639666,True,False,-0.23518400441411752,-0.042482717100283326,True,False
1.6999983,-0.5813765686187905,0.787595257008996,True,False,0.6874115441059526,-0.05424986021085754,True,False,-0.6333914855182582,0.334624025844557,True,False
1.7333316,-0.4301186609571721,0.5724444919973327,True,False,0.7908599674676607,-0.2508929091832102,True,False,-0.9172285767195447,0.6314923098550245,True,False
1.7666649,-0.09338072017800572,0.08063503549302213,True,False,0.7168231870400945,-0.37069587641953683,True,False,-1.0134877984797241,0.7813906562238981,True,False
1.7999982,0.36164664905979926,-0.5737658692686549,True,False,0.5399835244255409,-0.467705814659945,True,False,-0.9091104961343703,0.77348961008198,True,False
1.8333315,0.8017488612424122,-1.1952947272749153,True,False,0.3537495757401181,-0.6128492212625379,True,False,-0.6518767369658259,0.6502939477867711,True,False
1.8666648,1.0862248588503054,-1.591787851747456,True,False,0.23423249920042563,-0.8611430325281341,True,False,-0.32254702743277175,0.4777873606739058,True,False
1.8999981,1.1381483177954406,-1.6620472742358294,True,False,0.21841724104722912,-1.2220963106260356,True,False,0.002853694924825459,0.30773047198266584,True,False
1.9333314,0.9815638551325421,-1.430993992786967,True,False,0.29986595450043996,-1.644201155303465,True,False,0.27409296138676414,0.15931404545889108,True,False
1.9666647,0.7182164746360803,-1.0146765359042014,True,False,0.4378023254477556,-2.01996546651852,True,False,0.4649643865335219,0.02827689594644886,True,False
1.999998,0.46231425962291683,-0.548025156250086,True,False,0.5686278726601995,-2.210065051802833,True,False,0.5635252186851991,-0.0921336157580392,True,False
2.0333313,0.2813766614983661,-0.12679553765834467,True,False,0.616090689708234,-2.0847334408281855,True,False,0.5678404778951933,-0.19817274977806434,True,False
2.0666646,0.18112617198395575,0.20595143169934144,True,False,0.5100765147531225,-1.5766071869831253,True,False,0.48788758999414117,-0.2773476867355146,True,False
2.0999979,0.13515455208889487,0.4355256542355392,True,False,0.2199492949549544,-0.7243941410245645,True,False,0.3477528709893996,-0.31838065276131705,True,False
2.1333312,0.12499662561315698,0.5471128366828649,True,False,-0.21337222813519552,0.31885324209991106,True,False,0.1831861207301149,-0.3195602283599209,True,False
