window_index,time_s,selected_branch,selection_reason,baseline_bpm,tracked_bpm,baseline_score,tracked_score,baseline_generated,tracked_generated,tracking_eligible,minimum_tracked_fraction,second_largest_tracked_fraction,maximum_reset_fraction,baseline_motion_overlap,tracked_motion_overlap
0,4.999995,none,no_qualified_branch,,,0.0,0.0,False,False,False,0.9966666666666667,0.9966666666666667,0.0033333333333333335,0.0,0.0
1,5.999994,none,no_qualified_branch,,,0.0,0.0,False,False,False,1.0,1.0,0.0,0.0,0.0
2,6.999993,none,no_qualified_branch,,,0.22623854566928445,0.2429189135342153,False,False,False,1.0,1.0,0.0,0.009447937368456174,0.018635114002047204
3,7.999992,none,no_qualified_branch,,77.0,0.25102336302014794,0.3376395950859851,False,False,False,1.0,1.0,0.0,0.01628930841326306,0.02763105958152433
4,8.999991,baseline,tracking_quality_fallback,108.0,,0.38890541351457475,0.20053208268751785,True,False,False,1.0,1.0,0.0,0.05048990497465427,0.04523937898902112
5,9.99999,baseline,frequency_disagreement_fallback,111.0,80.0,0.3320348300102655,0.5429788792836369,True,True,True,1.0,1.0,0.0,0.15910753735508404,0.05813421566785109
6,10.999989,none,no_qualified_branch,,,0.23686497963346345,0.23526849125244828,False,False,False,0.9966666666666667,1.0,0.0,0.3376436371621668,0.2637773924835961
7,11.999988,tracked,baseline_unavailable,,63.0,0.4134862173763506,0.2371380311432981,False,True,True,0.9966666666666667,1.0,0.0,0.4247919912151135,0.4157134156123858
8,12.999986999999999,baseline,baseline_evidence_retained,59.0,62.0,0.2622274306979973,0.29019438885383636,True,True,True,0.9966666666666667,1.0,0.0,0.2557934542511555,0.1956929162020619
9,13.999986,baseline,baseline_evidence_retained,57.0,53.0,0.45935425111706546,0.3148645153268394,True,True,True,0.9966666666666667,1.0,0.0,0.2318739136384898,0.3550512446869361
10,14.999984999999999,baseline,tracking_quality_fallback,52.0,,0.5110597735687101,0.19578261933532465,True,False,False,0.9966666666666667,1.0,0.0,0.4447624395731453,0.19076388956549287
11,15.999984,baseline,tracking_quality_fallback,51.0,,0.29422191815351184,0.22306278276104013,True,False,False,0.9966666666666667,1.0,0.0,0.6213640378868523,0.09283967247587786
